time,x,y,x_tilt,y_tilt,pressure
60287,988,266,-34,-9,0.308731
60292,988,266,-34,-9,0.314606
60297,988,266,-34,-9,0.319977
60302,988,266,-34,-9,0.325836
60307,988,266,-34,-9,0.331696
60311,988,266,-34,-9,0.336578
60316,988,266,-34,-9,0.340973
60321,988,266,-34,-9,0.345383
60326,988,266,-34,-9,0.349289
60331,988,265,-34,-9,0.353683
60337,988,265,-34,-9,0.358078
60342,988,265,-34,-9,0.362473
60347,988,265,-34,-9,0.367355
60351,988,265,-34,-9,0.37175
60357,988,265,-34,-9,0.375671
60362,988,265,-34,-9,0.379578
60367,988,265,-34,-9,0.382996
60373,989,265,-34,-9,0.385925
60378,989,265,-34,-9,0.39032
60382,989,264,-34,-9,0.394226
60388,989,264,-34,-9,0.398621
60393,989,264,-34,-9,0.403015
60398,990,264,-34,-9,0.407913
60404,990,264,-34,-9,0.412796
60410,990,264,-34,-9,0.417191
60415,990,264,-34,-9,0.422562
60420,991,264,-34,-9,0.427444
60426,991,264,-34,-9,0.432327
60426,991,264,-34,-9,0.437714
60431,992,264,-34,-9,0.443085
60437,992,264,-34,-9,0.447479
60443,992,264,-34,-9,0.451385
60448,992,264,-34,-9,0.455292
60454,993,263,-34,-9,0.459686
60459,993,263,-34,-9,0.465546
60464,994,263,-34,-9,0.469467
60470,994,262,-34,-9,0.470932
60475,995,262,-34,-9,0.47435
60479,995,262,-35,-9,0.476303
60484,996,262,-35,-9,0.47728
60490,996,261,-36,-9,0.480698
60495,997,261,-36,-9,0.482162
60499,997,261,-36,-9,0.482651
60505,997,261,-36,-9,0.482651
60510,997,260,-36,-9,0.481186
60515,998,260,-36,-9,0.480209
60521,998,260,-36,-9,0.476791
60525,998,259,-36,-9,0.476791
60530,999,259,-36,-9,0.480209
60536,999,258,-36,-9,0.480209
60541,999,257,-36,-9,0.483139
60546,999,256,-36,-9,0.484604
60552,1000,256,-36,-9,0.483139
60553,1000,255,-36,-9,0.484116
