time,x,y,x_tilt,y_tilt,pressure
21681,585,797,-33,-12,0.436234
21687,585,796,-33,-12,0.416702
21691,586,796,-34,-12,0.400085
21696,586,796,-33,-12,0.383484
21701,586,795,-33,-12,0.367355
21707,586,795,-31,-11,0.349777
21712,586,794,-29,-11,0.334137
21717,587,794,-26,-10,0.317047
21723,587,794,-22,-9,0.300919
21728,587,794,-19,-8,0.285782
21733,587,794,-15,-7,0.271118
21738,587,793,-11,-6,0.258423
21743,587,792,-7,-5,0.245712
21748,587,791,-4,-4,0.233994
21754,587,790,-1,-3,0.222763
21759,586,790,0,-2,0
22688,939,710,-42,-1,0.070343
22693,939,710,-42,-1,0.0957489
22698,939,710,-42,-1,0.12114
22704,939,709,-42,-1,0.145081
22709,940,709,-42,-1,0.161697
22714,940,709,-42,-1,0.181229
22720,940,709,-42,-1,0.192474
22720,941,709,-42,-1,0.209076
22726,941,709,-42,-1,0.227646
22730,941,709,-42,-1,0.246201
22736,941,709,-42,-1,0.265259
22742,942,709,-42,-1,0.282364
22747,942,709,-42,-1,0.297501
22752,942,709,-42,-1,0.311661
22758,942,709,-42,-1,0.325348
22763,942,709,-42,-1,0.336578
22768,942,709,-42,-1,0.346848
22774,942,709,-42,-1,0.355148
22779,942,709,-42,-1,0.361984
22784,942,709,-42,-1,0.370773
22789,942,709,-42,-1,0.379089
22794,942,709,-42,-1,0.387878
22799,942,709,-42,-1,0.394714
22805,942,709,-42,-1,0.40155
22805,942,709,-42,-1,0.408401
22810,942,709,-42,-1,0.414261
22815,942,709,-42,-1,0.419632
22821,942,709,-42,-1,0.425491
22826,942,709,-42,-1,0.429886
22831,942,709,-42,-1,0.433792
22837,942,709,-42,-1,0.437714
22843,942,709,-42,-1,0.440643
22848,942,709,-42,-1,0.442596
22855,942,709,-42,-1,0.445038
22860,942,709,-42,-1,0.446014
22866,942,709,-42,-1,0.445526
22871,942,709,-42,-1,0.446014
22876,941,709,-42,-1,0.446503
22882,941,709,-42,-1,0.448944
22887,941,709,-42,-1,0.456268
22893,940,710,-42,-1,0.454315
22898,940,710,-42,-1,0.456757
22904,939,710,-42,-1,0.45871
22909,938,710,-42,-1,0.45871
22914,937,710,-42,-1,0.461151
22920,936,710,-42,-1,0.463104
22926,936,710,-42,-1,0.461639
22926,935,710,-42,-1,0.465057
22931,934,710,-42,-2,0.465546
22937,933,710,-42,-2,0.467499
22942,932,710,-42,-3,0.468979
22947,931,711,-42,-3,0.472885
22952,930,711,-42,-3,0.473862
22957,929,711,-42,-3,0.472885
22962,928,711,-41,-3,0.478256
22967,927,711,-41,-3,0.476303
22973,926,711,-41,-3,0.481674
22978,924,711,-41,-3,0.479721
22983,923,711,-41,-3,0.480209
22989,922,711,-41,-3,0.483139
22994,920,711,-41,-3,0.480209
22999,919,711,-41,-3,0.481674
23005,918,711,-41,-3,0.489487
23010,916,712,-41,-3,0.496323
23015,915,712,-41,-3,0.499741
23020,913,712,-40,-3,-0.498779
23025,912,712,-40,-3,0.497299
23030,910,712,-40,-3,-0.499268
23036,909,712,-40,-3,-0.495361
23042,907,712,-40,-3,0.499741
23042,906,712,-40,-3,-0.496826
23047,904,712,-40,-3,-0.496826
23053,903,712,-40,-3,-0.490479
23058,902,712,-39,-3,-0.488525
23063,900,712,-39,-3,-0.492432
23069,899,712,-39,-3,-0.491943
23074,898,712,-39,-3,-0.489014
23079,897,712,-39,-3,-0.489502
23084,896,712,-39,-3,-0.486084
23089,896,712,-39,-3,-0.483643
23094,895,712,-39,-3,-0.479736
23099,894,712,-39,-3,-0.476807
23105,893,713,-39,-3,-0.479248
23110,892,713,-39,-3,-0.480225
23114,892,713,-39,-3,-0.476807
23120,891,713,-39,-3,-0.47876
23125,890,712,-39,-3,-0.480225
23130,890,712,-39,-3,-0.477295
23135,889,713,-39,-3,-0.47583
23140,888,713,-39,-3,-0.47583
23145,888,713,-39,-3,-0.469482
23151,887,713,-39,-3,-0.467514
23158,886,713,-40,-3,-0.469971
23163,885,713,-40,-3,-0.469971
23163,884,713,-41,-3,-0.470459
23169,884,713,-41,-3,-0.470459
