time,x,y,x_tilt,y_tilt,pressure
27313,526,747,-28,-19,0.0600739
27319,526,746,-28,-19,0.0664368
27325,526,746,-28,-19,0.0718079
27330,527,745,-28,-19,0.0776672
27336,527,745,-28,-19,0.0820618
27336,527,744,-28,-19,0.0888977
27341,527,744,-28,-19,0.0942841
27347,528,743,-28,-19,0.101608
27353,528,742,-28,-19,0.108932
27359,528,742,-28,-19,0.115768
27364,528,742,-28,-18,0.126038
27370,528,741,-28,-18,0.13385
27375,529,740,-28,-18,0.138245
27380,529,739,-28,-18,0.142151
27386,529,738,-28,-18,0.148987
27386,530,737,-28,-18,0.157303
27392,530,736,-28,-17,0.159744
27397,531,735,-28,-17,0.168045
27402,532,733,-28,-17,0.170975
27408,532,731,-28,-16,0.181717
27413,533,729,-28,-16,0.190033
27419,534,727,-28,-16,0.198334
27424,535,726,-28,-16,0.205658
27429,535,724,-28,-15,0.2164
27435,536,722,-28,-15,0.224228
27440,537,719,-28,-15,0.232529
27445,538,717,-29,-15,0.243271
27451,539,715,-29,-15,0.249619
27456,540,712,-30,-15,0.260376
27456,541,710,-30,-14,0.271606
27462,543,707,-30,-14,0.272095
27468,544,705,-30,-14,0.28334
27473,545,702,-30,-13,0.28627
27478,546,700,-30,-13,0.300919
27484,547,697,-30,-13,0.305313
27490,548,694,-31,-12,0.324371
27495,550,691,-31,-12,0.325348
27501,551,688,-32,-12,0.327789
27506,553,685,-32,-11,0.334625
27512,554,682,-32,-11,0.344406
27512,556,679,-32,-11,0.345383
27518,557,676,-32,-10,0.357101
27524,558,673,-32,-10,0.360031
27529,559,670,-33,-10,0.365891
27535,561,668,-33,-9,0.360519
27540,562,665,-34,-9,0.367844
27545,563,662,-34,-8,0.367844
27552,564,660,-34,-8,0.379578
27557,565,657,-34,-8,0.38446
27557,566,654,-34,-7,0.388855
27562,567,651,-34,-7,0.389832
27568,568,649,-34,-7,0.392761
27573,569,646,-34,-7,0.396667
27578,570,643,-35,-7,0.389832
27584,571,640,-35,-7,0.399109
27590,572,637,-36,-6,0.397644
27595,573,634,-36,-6,0.396667
27601,574,631,-36,-6,0.40155
27606,575,628,-36,-6,0.403015
27612,576,626,-36,-6,0.40889
27612,577,623,-36,-5,0.405945
27617,578,620,-36,-5,0.403015
27623,578,618,-36,-5,0.40889
27627,579,615,-36,-5,0.408401
27634,580,613,-36,-4,0.407425
27639,581,611,-36,-4,0.412796
27644,582,609,-36,-4,0.409378
27650,582,607,-36,-4,0.413773
27656,583,605,-36,-4,0.416214
27661,584,603,-36,-4,0.416702
27667,585,601,-36,-3,0.417679
27672,585,600,-36,-3,0.418167
27678,586,598,-36,-3,0.421097
27678,587,597,-36,-3,0.424026
27684,587,596,-36,-3,0.420609
27689,588,594,-36,-3,0.420609
27695,588,593,-36,-3,0.419144
27701,589,593,-36,-3,0.418655
27706,589,592,-36,-3,0.417679
27711,589,591,-36,-3,0.412796
27718,590,591,-36,-3,0.407913
27718,590,590,-35,-3,0.402039
27724,591,590,-35,-3,0.396179
27729,591,589,-35,-3,0.388367
27735,591,589,-35,-3,0.378113
27740,591,589,-35,-3,0.365402
27745,591,589,-35,-3,0.351242
27751,591,589,-35,-3,0.337555
27757,591,589,-35,-3,0.323395
27761,591,589,-35,-3,0.307266
27766,591,590,-35,-3,0.287247
27772,591,590,-35,-3,0.260864
27776,590,591,-35,-3,0.219833
27781,590,593,-35,-3,0
28187,594,594,-35,-1,0.0693665
28191,594,594,-35,-1,0.0820618
