CTRL_1,CTRL_2,CTRL_3,CTRL_4,CTRL_5,CTRL_6,CTRL_7,DPX_1,DPX_2,DPX_3,TSA_1,TSA_3,TSA_4,TSA_5,TSA_6
1400,900,600,950,750,750,1100,2200,460,740,900,9000,800,940,1000
