Gait Up - Physilog data export
Created on: 1990-06-16 17:54:44
Total data points: 10825

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
88.79688,-107.23877,99.82300,113.22021,0.96582,-2.33862,-1.19946,,-0.40074,0.37822,-0.73539,-0.39441,
88.80469,120.72754,121.12427,136.10840,-1.69995,-3.08350,-0.30029,,-0.39419,0.37141,-0.74532,-0.38879,
88.81250,325.10376,45.89844,46.53931,-0.39014,-0.69214,-0.91211,,-0.39875,0.36147,-0.75617,-0.37222,
88.82031,395.01953,16.20483,17.30347,0.58838,-0.98413,-0.50684,,-0.40706,0.35015,-0.76679,-0.35174,
88.82813,516.26587,54.62646,35.36987,1.51831,-0.43970,-0.28491,,-0.41538,0.33509,-0.78107,-0.32420,
88.83594,599.02954,122.61963,118.16406,-1.12695,-0.19873,1.16040,,-0.41962,0.31426,-0.79971,-0.29260,
88.84375,589.14185,84.89990,78.97949,-1.22803,0.38550,2.45508,,-0.42580,0.29451,-0.81483,-0.26078,
88.85156,214.96582,41.74805,7.14111,0.37158,2.90918,6.38843,,-0.42780,0.28843,-0.81980,-0.24844,
88.85938,-319.15283,-18.49365,-11.65771,-0.14673,-0.56152,0.98169,,-0.42271,0.29802,-0.81340,-0.26624,
88.86719,-327.08740,-9.00269,-32.16553,0.47705,-0.68091,0.43384,,-0.41706,0.30900,-0.80634,-0.28354,
88.87500,-247.46704,13.48877,4.73022,-0.24854,-1.16699,-0.12866,,-0.41098,0.31603,-0.80192,-0.29690,
88.88281,-110.77881,-12.29858,-15.83862,0.08716,-1.20581,-0.35913,,-0.40959,0.31978,-0.79897,-0.30271,
88.89063,-34.51538,-14.37378,-14.98413,0.32983,-1.15308,-0.35620,,-0.40993,0.32130,-0.79753,-0.30442,
88.89844,104.85840,-0.48828,3.44849,0.04956,-0.91357,0.13428,,-0.41220,0.31818,-0.79974,-0.29879,
88.90625,150.26855,-1.67847,-0.18311,0.10669,-0.67993,0.59033,,-0.41556,0.31393,-0.80269,-0.29059,
88.91406,160.94971,-8.36182,-0.09155,0.38965,-0.25000,1.48022,,-0.41949,0.30919,-0.80556,-0.28197,
88.92188,56.82373,-2.38037,3.20435,0.31519,-0.04858,1.93726,,-0.42082,0.30732,-0.80660,-0.27903,
88.92969,-15.80811,-2.25830,2.53296,0.28931,-0.17285,1.67603,,-0.42062,0.30758,-0.80625,-0.28005,
88.93750,-105.19409,-1.58691,1.83105,0.21655,-0.59814,0.82593,,-0.41850,0.31046,-0.80420,-0.28590,
88.94531,-93.59741,-0.33569,3.23486,0.29053,-0.82129,0.31201,,-0.41649,0.31296,-0.80241,-0.29110,
88.95313,-63.17139,2.71606,7.41577,0.24072,-0.87964,0.23804,,-0.41486,0.31442,-0.80137,-0.29467,
88.96094,9.03320,5.52368,12.26807,0.14771,-0.82642,0.39941,,-0.41454,0.31363,-0.80196,-0.29438,
88.96875,49.83521,5.24902,12.63428,0.13672,-0.52954,0.98242,,-0.41510,0.31164,-0.80335,-0.29190,
88.97656,42.48047,6.25610,12.66479,0.06909,-0.43896,1.23291,,-0.41546,0.30986,-0.80460,-0.28981,
88.98438,-12.08496,0.39673,7.87354,0.13916,-0.46069,1.22876,,-0.41508,0.30978,-0.80451,-0.29070,
88.99219,-50.29297,0.03052,6.34766,0.09351,-0.66821,0.72485,,-0.41393,0.31087,-0.80362,-0.29362,
89.00000,-46.17310,-1.40381,4.05884,0.13672,-0.71216,0.57666,,-0.41298,0.31193,-0.80273,-0.29628,
89.00781,-15.99121,-0.21362,4.91333,0.19556,-0.72437,0.65112,,-0.41258,0.31212,-0.80248,-0.29728,
89.01563,-3.08228,1.37329,6.65283,0.20752,-0.58228,0.88721,,-0.41235,0.31188,-0.80258,-0.29761,
89.02344,-8.63647,2.13623,7.11060,0.17603,-0.54468,0.95801,,-0.41194,0.31178,-0.80259,-0.29823,
89.03125,-27.16064,0.88501,6.77490,0.19824,-0.57520,0.85596,,-0.41122,0.31220,-0.80218,-0.29989,
89.03906,-33.26416,2.44141,5.34058,0.21558,-0.62744,0.74292,,-0.41030,0.31290,-0.80166,-0.30180,
89.04688,-30.70068,4.05884,6.83594,0.13062,-0.64941,0.76123,,-0.40932,0.31348,-0.80127,-0.30357,
89.05469,-27.92358,2.22778,5.40161,0.16821,-0.62964,0.82373,,-0.40853,0.31401,-0.80085,-0.30519,
89.06250,-32.37915,1.49536,6.22559,0.13477,-0.63354,0.88965,,-0.40767,0.31461,-0.80032,-0.30710,
89.07031,-36.62109,0.85449,6.40869,0.11206,-0.61914,0.86694,,-0.40675,0.31531,-0.79969,-0.30925,
89.07813,-43.94531,-2.31934,5.37109,0.10254,-0.62524,0.82056,,-0.40585,0.31619,-0.79879,-0.31184,
89.08594,-46.14258,-3.63159,3.54004,0.13135,-0.65186,0.82861,,-0.40502,0.31721,-0.79776,-0.31452,
89.09375,-47.30225,-3.84521,4.02832,0.11304,-0.64038,0.82788,,-0.40416,0.31822,-0.79670,-0.31728,
89.10156,-52.18506,-6.10352,2.74658,0.13062,-0.63989,0.84448,,-0.40334,0.31938,-0.79543,-0.32032,
89.10938,-55.20630,-6.56128,2.89917,0.10962,-0.63867,0.83936,,-0.40247,0.32061,-0.79408,-0.32353,
89.11719,-61.09619,-9.61304,1.40381,0.14331,-0.65454,0.83789,,-0.40166,0.32200,-0.79247,-0.32708,
89.12500,-66.31470,-10.58960,1.98364,0.14087,-0.65918,0.82910,,-0.40077,0.32348,-0.79071,-0.33094,
89.13281,-68.69507,-11.44409,1.64795,0.17212,-0.63501,0.81812,,-0.39987,0.32501,-0.78886,-0.33493,
89.14063,-76.69067,-11.23047,2.74658,0.11768,-0.66382,0.84082,,-0.39875,0.32670,-0.78682,-0.33937,
89.14844,-85.54077,-14.43481,0.88501,0.16235,-0.67017,0.76807,,-0.39763,0.32865,-0.78444,-0.34429,
89.15625,-87.61597,-14.16016,1.28174,0.14648,-0.67407,0.76660,,-0.39643,0.33063,-0.78199,-0.34932,
89.16406,-91.88843,-15.65552,1.09863,0.14673,-0.66504,0.77612,,-0.39519,0.33268,-0.77936,-0.35459,
89.17188,-99.24316,-16.75415,1.43433,0.12524,-0.65845,0.81250,,-0.39383,0.33488,-0.77650,-0.36027,
89.17969,-104.49219,-18.21899,0.64087,0.16455,-0.65137,0.80005,,-0.39242,0.33720,-0.77342,-0.36623,
89.18750,-115.44800,-17.82227,1.03760,0.18066,-0.64404,0.79907,,-0.39071,0.33979,-0.77004,-0.37274,
89.19531,-127.96021,-17.21191,1.52588,0.17847,-0.65259,0.78906,,-0.38863,0.34267,-0.76631,-0.37988,
89.20313,-134.42993,-17.08984,2.16675,0.16357,-0.63843,0.75659,,-0.38635,0.34567,-0.76237,-0.38734,
89.21094,-147.67456,-17.36450,2.71606,0.16406,-0.64868,0.75293,,-0.38372,0.34895,-0.75801,-0.39548,
89.21875,-160.67505,-17.73071,4.39453,0.15186,-0.65625,0.75464,,-0.38071,0.35244,-0.75325,-0.40430,
89.22656,-167.87720,-17.88330,4.51660,0.16821,-0.61694,0.75439,,-0.37748,0.35605,-0.74820,-0.41344,
89.23438,-185.48584,-18.15796,7.17163,0.27832,-0.57715,0.84375,,-0.37371,0.35992,-0.74259,-0.42350,
89.24219,-210.05249,-16.44897,14.55688,0.33862,-0.49146,0.90234,,-0.36896,0.36402,-0.73636,-0.43488,
89.25000,-225.67749,-16.38794,19.13452,0.39917,-0.47095,0.96558,,-0.36361,0.36821,-0.72962,-0.44706,
89.25781,-267.57813,-10.95581,33.11157,0.43384,-0.36450,1.02661,,-0.35639,0.37278,-0.72188,-0.46142,
89.26563,-321.96045,-10.98633,48.09570,0.45776,-0.45459,1.09961,,-0.34719,0.37779,-0.71250,-0.47862,
89.27344,-349.39575,-9.61304,54.56543,0.36304,-0.62158,1.16211,,-0.33682,0.38298,-0.70204,-0.49701,
89.28125,-388.94653,-15.62500,60.88257,0.21240,-0.85474,1.27881,,-0.32528,0.38833,-0.68980,-0.51727,
89.28906,-426.51367,-38.29956,51.72729,0.10229,-1.23413,1.40381,,-0.31390,0.39384,-0.67493,-0.53928,
89.29688,-447.54028,-48.88916,47.54639,-0.05542,-1.38110,1.37085,,-0.30232,0.39926,-0.65833,-0.56196,
89.30469,-488.76953,-80.81055,28.35083,0.09424,-1.92432,1.43677,,-0.29148,0.40475,-0.63827,-0.58636,
89.31250,-515.22827,-91.67480,21.30127,0.11377,-2.25366,1.28564,,-0.28032,0.41017,-0.61597,-0.61136,
89.32031,-523.25439,-102.93579,9.42993,0.47388,-2.35986,1.13086,,-0.26953,0.41524,-0.59199,-0.63598,
89.32813,-494.50684,-107.36084,9.61304,1.04004,-2.33179,0.87622,,-0.25936,0.41906,-0.56844,-0.65878,
89.33594,-461.33423,-107.05566,23.98682,1.15039,-2.22803,0.65259,,-0.24919,0.42128,-0.54617,-0.67979,
89.34375,-355.10254,-101.56250,54.38232,1.13916,-2.07861,0.42554,,-0.24022,0.42047,-0.52933,-0.69664,
89.35156,-193.54248,-90.42358,68.08472,0.56689,-1.67163,0.47754,,-0.23473,0.41686,-0.52050,-0.70726,
89.35938,-105.89600,-99.63989,64.48364,0.42114,-1.37866,0.62598,,-0.23218,0.41145,-0.51555,-0.71486,
89.36719,18.28003,-114.31885,61.64551,0.41943,0.12256,1.13574,,-0.23370,0.40336,-0.51630,-0.71841,
89.37500,37.62817,-60.08911,54.26025,0.24683,-0.61035,4.39893,,-0.23426,0.39778,-0.51851,-0.71975,
89.38281,-30.67017,-120.97168,17.97485,-0.18262,-2.99097,7.03198,,-0.23701,0.39157,-0.51521,-0.72460,
89.39063,-75.43945,-221.83228,-166.19873,3.53662,-2.66919,1.25977,,-0.25099,0.38754,-0.50329,-0.73042,
89.39844,212.64648,72.90649,-43.79272,1.87646,-0.38208,-0.16113,,-0.25623,0.38896,-0.51392,-0.72038,
89.40625,324.15771,133.97217,-6.10352,0.25293,-0.43628,0.67871,,-0.26038,0.38997,-0.53183,-0.70518,
89.41406,428.40576,89.41650,-68.51196,0.73071,0.84839,2.19824,,-0.27169,0.38887,-0.55189,-0.68584,
89.42188,276.00098,105.28564,-63.14087,-0.41992,0.52954,1.95801,,-0.27796,0.39092,-0.56489,-0.67143,
89.42969,211.48682,58.47168,-75.28687,-0.37842,-0.11646,1.10449,,-0.28479,0.39242,-0.57356,-0.66025,
89.43750,218.71948,26.21460,-96.09985,-0.20020,-0.64771,0.60303,,-0.29394,0.39307,-0.58123,-0.64905,
89.44531,268.15796,6.43921,-98.51074,-0.63623,-0.76367,0.50513,,-0.30522,0.39183,-0.59043,-0.63616,
89.45313,292.87720,-15.56396,-107.97119,-0.66797,-0.78369,0.49609,,-0.31833,0.38934,-0.59975,-0.62240,
89.46094,332.33643,-49.59106,-126.31226,-0.20117,-0.73706,0.60522,,-0.33448,0.38508,-0.60920,-0.60721,
89.46875,345.12329,-37.87231,-117.76733,0.08032,-0.68066,0.82446,,-0.34992,0.38042,-0.61930,-0.59102,
89.47656,339.14185,-23.43750,-108.42896,0.12549,-0.68945,0.88354,,-0.36401,0.37585,-0.62937,-0.57457,
89.48438,318.96973,10.04028,-85.38818,0.03223,-0.88867,0.87866,,-0.37506,0.37191,-0.63972,-0.55837,
89.49219,307.98340,35.46143,-63.87329,-0.31177,-1.13159,0.81079,,-0.38372,0.36811,-0.65053,-0.54228,
89.50000,308.25806,38.94043,-56.88477,-0.45923,-1.20264,0.78076,,-0.39181,0.36395,-0.66131,-0.52601,
89.50781,314.42261,32.19604,-47.72949,-0.64819,-1.20068,0.71313,,-0.39985,0.35880,-0.67206,-0.50963,
89.51563,321.71631,12.02393,-47.82104,-0.59766,-1.16382,0.70532,,-0.40880,0.35259,-0.68218,-0.49315,
89.52344,323.30322,2.28882,-49.25537,-0.39087,-1.12256,0.69775,,-0.41808,0.34588,-0.69171,-0.47656,
89.53125,319.27490,4.08936,-41.25977,0.01538,-1.02393,0.71167,,-0.42671,0.33880,-0.70102,-0.46011,
89.53906,313.78174,13.91602,-33.32520,0.11450,-1.00122,0.74902,,-0.43429,0.33165,-0.71030,-0.44371,
89.54688,299.19434,37.59766,-17.97485,0.17944,-1.03687,0.84131,,-0.43973,0.32475,-0.71987,-0.42774,
89.55469,286.04126,53.28369,-7.08008,0.14087,-1.19214,0.96338,,-0.44363,0.31803,-0.72947,-0.41221,
89.56250,282.10449,56.18286,-4.42505,0.14429,-1.26343,0.98755,,-0.44706,0.31127,-0.73881,-0.39674,
89.57031,281.12793,56.51855,-1.28174,0.11768,-1.35913,0.98950,,-0.45020,0.30426,-0.74793,-0.38125,
89.57813,287.90283,47.24121,-3.50952,0.16382,-1.43091,1.03955,,-0.45383,0.29681,-0.75660,-0.36538,
89.58594,290.74097,41.56494,-6.50024,0.22754,-1.43994,1.05933,,-0.45771,0.28916,-0.76480,-0.34924,
89.59375,289.36768,32.28760,-14.19067,0.39307,-1.47998,1.05371,,-0.46205,0.28161,-0.77222,-0.33298,
89.60156,277.89307,31.67725,-25.14648,0.49634,-1.61304,1.04419,,-0.46627,0.27489,-0.77887,-0.31685,
89.60938,268.18848,33.53882,-32.31812,0.51343,-1.70215,1.01807,,-0.47020,0.26881,-0.78495,-0.30085,
89.61719,242.34009,37.29248,-49.71313,0.59448,-1.81738,0.93384,,-0.47366,0.26447,-0.79006,-0.28550,
89.62500,209.71680,43.42651,-60.97412,0.69189,-1.85083,0.78882,,-0.47629,0.26185,-0.79432,-0.27136,
89.63281,193.02368,46.81396,-63.01880,0.68091,-1.85645,0.71826,,-0.47837,0.25989,-0.79818,-0.25793,
89.64063,161.10229,48.64502,-65.27710,0.68799,-1.89502,0.59644,,-0.47973,0.25908,-0.80136,-0.24608,
89.64844,127.80762,46.90552,-62.46948,0.65479,-1.98047,0.55127,,-0.48050,0.25914,-0.80387,-0.23613,
89.65625,106.35376,43.67065,-60.11963,0.57544,-2.02100,0.53735,,-0.48098,0.25971,-0.80590,-0.22746,
89.66406,45.50171,30.02930,-61.21826,0.33203,-2.10693,0.48218,,-0.48113,0.26210,-0.80647,-0.22233,
89.67188,-40.83252,9.24683,-72.81494,0.17334,-1.93140,0.20142,,-0.48103,0.26764,-0.80482,-0.22193,
89.67969,-91.64429,0.12207,-80.90210,0.12769,-1.78027,-0.00391,,-0.48059,0.27514,-0.80191,-0.22421,
89.68750,-202.42310,-9.27734,-100.18921,0.26221,-1.48438,-0.47729,,-0.47877,0.28713,-0.79654,-0.23206,
89.69531,-320.09888,3.69263,-105.80444,0.72485,-1.16943,-1.03027,,-0.47382,0.30335,-0.78935,-0.24577,
89.70313,-378.93677,21.48438,-93.99414,0.89673,-0.96704,-1.37964,,-0.46618,0.32095,-0.78151,-0.26251,
89.71094,-477.41699,63.32397,-44.52515,0.56274,-0.77100,-2.09351,,-0.45283,0.33950,-0.77364,-0.28491,
89.71875,-499.87793,67.01660,-20.50781,0.39795,-0.43628,-2.86914,,-0.43776,0.35716,-0.76514,-0.30881,
89.72656,-498.74878,60.69946,-9.73511,0.62036,-0.21533,-3.46802,,-0.42226,0.37367,-0.75587,-0.33276,
89.73438,-420.86792,76.35498,47.88208,0.00488,-0.28418,-3.94604,,-0.40621,0.38495,-0.74952,-0.35360,
89.74219,-378.08228,81.32935,73.91357,-1.60376,-0.32324,-3.94800,,-0.39012,0.39354,-0.74440,-0.37256,
89.75000,-267.05933,-13.36670,-25.26855,-1.07300,-0.21948,-4.68750,,-0.38409,0.40160,-0.73656,-0.38558,
89.75781,9.70459,-82.30591,-134.46045,1.81470,-4.77637,-0.57471,,-0.39208,0.40607,-0.73092,-0.38359,
89.76563,101.68457,-62.19482,-77.36206,2.27979,-6.09985,0.32764,,-0.40014,0.40574,-0.72968,-0.37792,
89.77344,322.47925,105.86548,105.37720,0.00806,-2.51318,-0.35400,,-0.40102,0.39440,-0.74356,-0.36161,
89.78125,415.67993,72.23511,144.22607,-2.10083,-1.68115,-0.06787,,-0.40489,0.37738,-0.75926,-0.34231,
89.78906,428.68042,12.17651,88.43994,-1.95483,-2.66333,0.70313,,-0.41319,0.36116,-0.77145,-0.32202,
89.79688,456.11572,-56.45752,-41.56494,1.14673,-2.63501,1.04102,,-0.42817,0.34916,-0.77843,-0.29801,
89.80469,505.92041,52.27661,42.29736,1.26465,-0.14600,1.14819,,-0.43633,0.33300,-0.79075,-0.27100,
89.81250,481.62842,105.01099,83.37402,-0.15332,0.21484,2.23877,,-0.43990,0.31590,-0.80414,-0.24505,
89.82031,187.98828,100.25024,7.47681,0.16455,1.70264,6.35986,,-0.43851,0.31137,-0.81023,-0.23300,
89.82813,-304.93164,-23.77319,-6.13403,-0.45288,-1.24365,2.08496,,-0.43348,0.32039,-0.80430,-0.25010,
89.83594,-350.73853,-31.95190,-19.89746,-0.12939,-2.08545,1.29712,,-0.42789,0.33125,-0.79666,-0.26930,
89.84375,-289.33716,3.05176,-10.37598,0.63110,-0.49365,-0.46484,,-0.42127,0.34027,-0.79106,-0.28455,
89.85156,-179.56543,-3.50952,-14.52637,0.33130,-1.47534,-0.23096,,-0.41757,0.34616,-0.78708,-0.29380,
89.85938,-98.35815,-7.17163,-11.81030,0.36035,-1.37256,-0.32764,,-0.41587,0.34949,-0.78461,-0.29883,
89.86719,52.39868,10.31494,9.64355,-0.12402,-1.20630,-0.19849,,-0.41639,0.34774,-0.78618,-0.29600,
89.87500,171.29517,-13.64136,-12.42065,0.57129,-0.88330,0.18237,,-0.42142,0.34327,-0.78890,-0.28673,
89.88281,208.64868,0.94604,-3.78418,0.52246,-0.67041,0.59302,,-0.42631,0.33748,-0.79282,-0.27533,
89.89063,212.82959,11.10840,9.55200,0.15259,-0.15894,1.63208,,-0.43045,0.33093,-0.79723,-0.26385,
89.89844,94.78760,-2.71606,0.30518,0.13550,0.03125,2.24854,,-0.43281,0.32805,-0.79880,-0.25881,
89.90625,8.45337,-5.58472,-5.31006,0.20337,-0.01123,1.97803,,-0.43347,0.32797,-0.79862,-0.25837,
89.91406,-111.69434,-7.08008,-8.60596,0.13550,-0.50586,1.04297,,-0.43155,0.33161,-0.79619,-0.26434,
89.92188,-118.04199,-9.15527,-10.40649,0.12524,-0.77490,0.44531,,-0.42958,0.33549,-0.79352,-0.27062,
89.92969,-93.23120,-10.13184,-9.91821,0.13306,-0.84082,0.30420,,-0.42820,0.33858,-0.79125,-0.27556,
89.93750,-22.97974,-10.77271,-10.13184,0.18433,-0.85132,0.30249,,-0.42847,0.33962,-0.79025,-0.27672,
89.94531,36.65161,-9.39941,-8.33130,0.24219,-0.65967,0.68335,,-0.43002,0.33883,-0.79045,-0.27471,
89.95313,47.76001,-7.99561,-6.83594,0.23901,-0.50366,0.99951,,-0.43172,0.33765,-0.79092,-0.27211,
89.96094,15.25879,-9.55200,-7.32422,0.25513,-0.35693,1.28760,,-0.43278,0.33742,-0.79072,-0.27131,
89.96875,-14.61792,-10.74219,-8.11768,0.31445,-0.39160,1.18774,,-0.43322,0.33808,-0.78992,-0.27211,
89.97656,-51.72729,-8.17871,-6.22559,0.27173,-0.63452,0.72363,,-0.43262,0.33980,-0.78855,-0.27489,
89.98438,-35.79712,-7.81250,-5.37109,0.30737,-0.73438,0.47852,,-0.43234,0.34102,-0.78750,-0.27681,
89.99219,-16.87622,-6.50024,-3.66211,0.34448,-0.71899,0.49854,,-0.43239,0.34161,-0.78689,-0.27774,
90.00000,12.81738,-0.97656,1.80054,0.30688,-0.58203,0.78955,,-0.43275,0.34112,-0.78713,-0.27712,
90.00781,6.37817,0.12207,3.41797,0.23828,-0.50098,0.98706,,-0.43287,0.34076,-0.78730,-0.27687,
90.01563,-5.43213,-1.06812,3.26538,0.24561,-0.51685,0.93872,,-0.43279,0.34072,-0.78722,-0.27728,
90.02344,-17.97485,-1.06812,3.32642,0.21118,-0.61865,0.75537,,-0.43240,0.34107,-0.78690,-0.27836,
90.03125,-8.88062,-1.70898,2.71606,0.22095,-0.63525,0.71606,,-0.43228,0.34116,-0.78673,-0.27894,
90.03906,-2.92969,-1.92261,3.35693,0.22681,-0.62329,0.77661,,-0.43229,0.34104,-0.78667,-0.27923,
90.04688,-1.03760,-1.22070,4.57764,0.21631,-0.56665,0.88232,,-0.43229,0.34081,-0.78669,-0.27945,
90.05469,-10.07080,-2.19727,4.15039,0.21948,-0.58130,0.83423,,-0.43213,0.34085,-0.78651,-0.28015,
90.06250,-13.00049,-2.25830,3.78418,0.22534,-0.59058,0.79663,,-0.43192,0.34099,-0.78626,-0.28101,
90.07031,-11.81030,-1.64795,4.11987,0.22388,-0.61572,0.77710,,-0.43169,0.34110,-0.78606,-0.28179,
90.07813,-8.45337,-1.34277,5.40161,0.24951,-0.58618,0.79199,,-0.43151,0.34104,-0.78596,-0.28242,
90.08594,-8.39233,-1.00708,5.98145,0.25732,-0.57568,0.81226,,-0.43129,0.34095,-0.78588,-0.28306,
90.09375,-11.96289,1.09863,7.44629,0.22900,-0.59204,0.83667,,-0.43085,0.34094,-0.78583,-0.28389,
90.10156,-16.93726,0.70190,7.72095,0.23486,-0.62891,0.80884,,-0.43031,0.34104,-0.78568,-0.28500,
90.10938,-19.07349,0.73242,7.81250,0.25171,-0.60815,0.75708,,-0.42972,0.34121,-0.78549,-0.28622,
90.11719,-16.93726,2.28882,9.39941,0.23706,-0.62524,0.77979,,-0.42906,0.34125,-0.78542,-0.28734,
90.12500,-14.73999,2.41089,11.65771,0.23682,-0.56958,0.85059,,-0.42840,0.34112,-0.78545,-0.28841,
90.13281,-16.75415,1.46484,12.42065,0.26050,-0.54834,0.89526,,-0.42773,0.34097,-0.78543,-0.28963,
90.14063,-27.09961,-0.39673,15.22827,0.21240,-0.55298,0.91577,,-0.42686,0.34095,-0.78521,-0.29153,
90.14844,-37.47559,-4.91333,15.44189,0.25977,-0.57837,0.84668,,-0.42599,0.34112,-0.78465,-0.29410,
90.15625,-39.91699,-5.34058,16.75415,0.22632,-0.61157,0.85010,,-0.42505,0.34128,-0.78406,-0.29684,
90.16406,-43.15186,-7.99561,18.15796,0.19214,-0.58545,0.84961,,-0.42415,0.34140,-0.78335,-0.29985,
90.17188,-45.56274,-10.58960,17.97485,0.20483,-0.58228,0.87109,,-0.42333,0.34155,-0.78250,-0.30304,
90.17969,-54.26025,-14.28223,19.01245,0.17212,-0.58447,0.88306,,-0.42247,0.34181,-0.78138,-0.30681,
90.18750,-65.88745,-19.01245,16.63208,0.18921,-0.60059,0.84570,,-0.42164,0.34243,-0.77980,-0.31124,
90.19531,-70.37354,-19.77539,16.32690,0.15820,-0.62280,0.84521,,-0.42074,0.34317,-0.77809,-0.31590,
90.20313,-75.62256,-22.43042,14.16016,0.11060,-0.59131,0.87061,,-0.41990,0.34410,-0.77611,-0.32084,
90.21094,-86.09009,-25.26855,9.30786,0.11157,-0.56470,0.95483,,-0.41905,0.34552,-0.77367,-0.32625,
90.21875,-95.91675,-26.79443,6.53076,0.12134,-0.56055,0.96484,,-0.41810,0.34732,-0.77088,-0.33212,
90.22656,-114.22729,-27.77100,2.47192,0.10571,-0.56250,0.94629,,-0.41684,0.34981,-0.76751,-0.33884,
90.23438,-133.14819,-30.67017,-2.22778,0.12549,-0.56104,0.92212,,-0.41535,0.35299,-0.76344,-0.34647,
90.24219,-143.98193,-31.34155,-3.84521,0.11890,-0.58594,0.91431,,-0.41363,0.35651,-0.75900,-0.35459,
90.25000,-163.45215,-33.29468,-7.41577,0.15454,-0.57397,0.85400,,-0.41158,0.36068,-0.75385,-0.36363,
90.25781,-180.02319,-32.77588,-9.97925,0.11743,-0.57910,0.88940,,-0.40910,0.36541,-0.74813,-0.37338,
90.26563,-190.39917,-34.63745,-12.02393,0.14941,-0.57422,0.89282,,-0.40644,0.37042,-0.74193,-0.38359,
90.27344,-215.24048,-36.40747,-14.00757,0.26343,-0.51538,0.90869,,-0.40320,0.37610,-0.73482,-0.39498,
90.28125,-242.46216,-37.10938,-11.10840,0.38330,-0.43286,0.91138,,-0.39913,0.38227,-0.72686,-0.40773,
90.28906,-256.19507,-37.32300,-6.50024,0.43579,-0.41528,0.92651,,-0.39445,0.38846,-0.71842,-0.42117,
90.29688,-290.22217,-35.70557,5.55420,0.49756,-0.38672,1.04370,,-0.38831,0.39488,-0.70910,-0.43642,
90.30469,-333.22144,-35.79712,19.62280,0.47827,-0.45630,1.15186,,-0.38043,0.40157,-0.69855,-0.45392,
90.31250,-353.54614,-37.65869,26.06201,0.47461,-0.44385,1.15942,,-0.37167,0.40820,-0.68711,-0.47235,
90.32031,-395.84351,-45.44067,36.98730,0.17285,-0.78418,1.36523,,-0.36152,0.41487,-0.67394,-0.49294,
90.32813,-445.15991,-70.95337,27.83203,0.14868,-1.30713,1.39063,,-0.35117,0.42199,-0.65764,-0.51586,
90.33594,-466.58325,-82.82471,18.52417,0.13696,-1.56519,1.35229,,-0.34072,0.42921,-0.63938,-0.53934,
90.34375,-500.61035,-102.05078,4.05884,0.35547,-1.96558,1.23779,,-0.33026,0.43668,-0.61827,-0.56390,
90.35156,-503.17383,-103.97339,2.53296,0.06763,-2.14185,1.02393,,-0.31948,0.44367,-0.59622,-0.58790,
90.35938,-486.78589,-120.75806,-10.31494,0.63037,-2.01001,0.84448,,-0.30997,0.44962,-0.57336,-0.61075,
90.36719,-430.63354,-111.20605,0.03052,1.36108,-1.89233,0.65820,,-0.30104,0.45390,-0.55277,-0.63071,
90.37500,-347.38159,-98.78540,31.49414,0.44580,-2.11597,0.82153,,-0.29266,0.45549,-0.53654,-0.64730,
90.38281,-295.07446,-129.88281,17.48657,0.45557,-1.97827,0.82153,,-0.28749,0.45492,-0.52127,-0.66233,
90.39063,-191.95557,-154.81567,18.06641,1.14966,-1.22607,0.61182,,-0.28622,0.45098,-0.51001,-0.67423,
90.39844,-157.98950,-110.96191,30.05981,0.98877,-1.20020,1.08301,,-0.28386,0.44786,-0.50140,-0.68369,
90.40625,-99.42627,-94.23828,45.01343,-0.11353,-1.46802,1.83276,,-0.28202,0.44382,-0.49619,-0.69086,
90.41406,4.88281,-238.89160,-52.39868,1.64600,-4.73291,4.39429,,-0.29291,0.43415,-0.48989,-0.69694,
90.42188,30.94482,-220.85571,-86.39526,4.19019,-2.85840,2.18604,,-0.30535,0.42580,-0.48419,-0.70072,
90.42969,227.78320,143.40210,64.42261,1.65137,-0.22168,1.03149,,-0.30410,0.42565,-0.49981,-0.69032,
90.43750,297.48535,134.36890,59.14307,-0.16089,0.15918,2.14404,,-0.30533,0.42361,-0.51811,-0.67741,
90.44531,269.04297,78.61328,15.99121,1.00098,0.51074,1.83154,,-0.30953,0.42091,-0.53250,-0.66594,
90.45313,213.37891,136.50513,41.25977,0.09863,0.42139,1.04736,,-0.30878,0.42099,-0.54614,-0.65510,
90.46094,206.78711,93.75000,41.74805,-0.37402,0.14355,0.60840,,-0.30933,0.41921,-0.55846,-0.64553,
90.46875,217.10205,73.45581,29.38843,-0.36890,0.03394,0.60889,,-0.31143,0.41668,-0.57030,-0.63572,
90.47656,237.54883,34.94263,12.63428,-0.20361,-0.00024,0.63672,,-0.31625,0.41259,-0.58160,-0.62570,
90.48438,240.63110,12.05444,2.47192,-0.03296,-0.05469,0.67603,,-0.32241,0.40774,-0.59209,-0.61582,
90.49219,238.80005,5.70679,-1.83105,0.12329,-0.13501,0.68604,,-0.32887,0.40274,-0.60208,-0.60593,
90.50000,238.55591,11.47461,-4.54712,0.35645,-0.32568,0.70264,,-0.33511,0.39799,-0.61196,-0.59566,
