Gait Up - Physilog data export
Created on: 1990-06-16 17:54:44
Total data points: 10825

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
66.91406,-0.48828,5.98145,-0.12207,0.16138,-0.57764,0.83008,,-0.76613,-0.39597,-0.29316,-0.41269,
66.92188,0.33569,5.85938,-0.36621,0.16479,-0.57520,0.83911,,-0.76603,-0.39578,-0.29346,-0.41283,
66.92969,0.12207,5.73730,-0.30518,0.16089,-0.57568,0.84448,,-0.76594,-0.39559,-0.29375,-0.41298,
66.93750,0.21362,5.49316,-0.39673,0.17310,-0.57104,0.82983,,-0.76586,-0.39542,-0.29403,-0.41311,
66.94531,0.73242,6.34766,0.03052,0.16992,-0.57153,0.83765,,-0.76573,-0.39525,-0.29435,-0.41328,
66.95313,0.67139,6.50024,0.18311,0.17065,-0.57373,0.84302,,-0.76559,-0.39507,-0.29468,-0.41346,
66.96094,0.48828,6.56128,0.24414,0.16187,-0.57861,0.84009,,-0.76546,-0.39489,-0.29501,-0.41365,
66.96875,1.31226,6.59180,0.36621,0.18359,-0.56274,0.83862,,-0.76530,-0.39475,-0.29535,-0.41384,
66.97656,1.03760,7.44629,1.00708,0.16797,-0.56787,0.85571,,-0.76511,-0.39459,-0.29572,-0.41408,
66.98438,0.39673,7.26318,0.97656,0.16626,-0.57007,0.84741,,-0.76494,-0.39440,-0.29605,-0.41433,
66.99219,0.12207,7.44629,0.97656,0.16357,-0.58179,0.82935,,-0.76478,-0.39418,-0.29640,-0.41459,
67.00000,1.58691,7.56836,1.06812,0.16431,-0.57153,0.83472,,-0.76457,-0.39405,-0.29678,-0.41483,
67.00781,1.67847,7.90405,1.22070,0.16064,-0.56519,0.85059,,-0.76435,-0.39391,-0.29718,-0.41508,
67.01563,0.45776,7.78198,1.34277,0.14893,-0.56567,0.84595,,-0.76416,-0.39371,-0.29754,-0.41536,
67.02344,0.21362,7.41577,1.15967,0.15259,-0.58081,0.83130,,-0.76399,-0.39351,-0.29788,-0.41563,
67.03125,0.64087,7.50732,1.09863,0.15088,-0.58203,0.83447,,-0.76380,-0.39332,-0.29823,-0.41588,
67.03906,1.03760,7.53784,0.88501,0.15039,-0.57861,0.84375,,-0.76362,-0.39315,-0.29861,-0.41612,
67.04688,0.91553,7.26318,0.54932,0.15454,-0.57617,0.84424,,-0.76345,-0.39297,-0.29897,-0.41634,
67.05469,0.76294,7.11060,0.48828,0.15210,-0.57593,0.84766,,-0.76329,-0.39279,-0.29932,-0.41655,
67.06250,0.61035,7.04956,0.39673,0.15112,-0.56787,0.84155,,-0.76313,-0.39260,-0.29967,-0.41676,
67.07031,0.64087,6.83594,0.36621,0.15381,-0.56494,0.84961,,-0.76298,-0.39242,-0.30001,-0.41696,
67.07813,-0.18311,6.62231,0.30518,0.14868,-0.56982,0.84839,,-0.76286,-0.39220,-0.30032,-0.41717,
67.08594,-0.57983,6.22559,0.03052,0.15161,-0.57642,0.83521,,-0.76277,-0.39197,-0.30060,-0.41736,
67.09375,-0.24414,6.31714,0.06104,0.15576,-0.57690,0.83911,,-0.76266,-0.39175,-0.30089,-0.41755,
67.10156,-0.15259,6.59180,0.03052,0.14404,-0.57642,0.84961,,-0.76255,-0.39152,-0.30121,-0.41774,
67.10938,-0.79346,5.92041,-0.27466,0.14917,-0.58813,0.83447,,-0.76247,-0.39128,-0.30148,-0.41791,
67.11719,-0.33569,5.88989,-0.39673,0.15137,-0.58521,0.83057,,-0.76239,-0.39106,-0.30176,-0.41806,
67.12500,0.73242,6.28662,-0.48828,0.15479,-0.56909,0.84497,,-0.76227,-0.39088,-0.30209,-0.41820,
67.13281,-0.06104,6.01196,-0.45776,0.14844,-0.56348,0.85718,,-0.76218,-0.39067,-0.30239,-0.41835,
67.14063,-0.76294,5.64575,-0.51880,0.15186,-0.56445,0.84277,,-0.76212,-0.39043,-0.30265,-0.41850,
67.14844,-1.15967,5.55420,-0.33569,0.15454,-0.57568,0.83789,,-0.76206,-0.39017,-0.30289,-0.41867,
67.15625,-0.82397,5.92041,-0.21362,0.15723,-0.57275,0.84009,,-0.76199,-0.38993,-0.30316,-0.41884,
67.16406,-0.61035,5.98145,-0.12207,0.15308,-0.56934,0.84668,,-0.76190,-0.38970,-0.30343,-0.41902,
67.17188,-1.46484,5.67627,0.06104,0.14722,-0.56641,0.84741,,-0.76184,-0.38943,-0.30365,-0.41921,
67.17969,-2.01416,5.52368,0.06104,0.15308,-0.57568,0.84326,,-0.76179,-0.38914,-0.30386,-0.41941,
67.18750,-1.98364,5.70679,0.15259,0.14941,-0.57983,0.84131,,-0.76174,-0.38885,-0.30407,-0.41963,
67.19531,-2.04468,5.40161,-0.06104,0.14795,-0.57617,0.83887,,-0.76171,-0.38856,-0.30427,-0.41982,
67.20313,-1.70898,5.34058,-0.03052,0.14673,-0.57471,0.83984,,-0.76166,-0.38829,-0.30447,-0.42001,
67.21094,-1.70898,5.09644,0.12207,0.14771,-0.57813,0.84570,,-0.76161,-0.38803,-0.30466,-0.42019,
67.21875,-2.44141,5.34058,0.21362,0.14795,-0.59106,0.84058,,-0.76158,-0.38772,-0.30483,-0.42041,
67.22656,-2.31934,4.88281,-0.12207,0.14282,-0.59155,0.82739,,-0.76156,-0.38743,-0.30500,-0.42059,
67.23438,-1.61743,4.79126,-0.33569,0.15283,-0.58789,0.83350,,-0.76153,-0.38718,-0.30519,-0.42074,
67.24219,-1.15967,5.00488,-0.45776,0.14478,-0.57861,0.84814,,-0.76149,-0.38694,-0.30540,-0.42089,
67.25000,-1.37329,4.76074,-0.57983,0.14673,-0.57568,0.85303,,-0.76146,-0.38669,-0.30560,-0.42102,
67.25781,-2.71606,4.63867,-0.70190,0.14014,-0.58789,0.84204,,-0.76147,-0.38637,-0.30575,-0.42118,
67.26563,-2.38037,4.30298,-1.03760,0.13989,-0.59546,0.82861,,-0.76150,-0.38607,-0.30591,-0.42130,
67.27344,-1.64795,4.24194,-1.09863,0.13574,-0.59253,0.83203,,-0.76150,-0.38581,-0.30609,-0.42139,
67.28125,-1.37329,4.18091,-1.52588,0.13208,-0.58423,0.84399,,-0.76151,-0.38556,-0.30628,-0.42147,
67.28906,-1.80054,3.14331,-2.07520,0.14185,-0.58740,0.83569,,-0.76157,-0.38531,-0.30642,-0.42149,
67.29688,-1.98364,3.29590,-2.34985,0.14063,-0.59302,0.83301,,-0.76164,-0.38503,-0.30658,-0.42151,
67.30469,-1.28174,3.72314,-2.71606,0.13623,-0.59521,0.83350,,-0.76169,-0.38477,-0.30678,-0.42150,
67.31250,-0.94604,3.11279,-3.41797,0.14990,-0.58203,0.84277,,-0.76177,-0.38453,-0.30698,-0.42143,
67.32031,-1.19019,3.08228,-3.38745,0.14893,-0.58350,0.84399,,-0.76185,-0.38428,-0.30717,-0.42138,
67.32813,-1.46484,2.99072,-3.57056,0.14941,-0.57739,0.84009,,-0.76195,-0.38402,-0.30735,-0.42131,
67.33594,-1.52588,3.54004,-3.23486,0.15625,-0.57568,0.84277,,-0.76202,-0.38374,-0.30755,-0.42128,
67.34375,-1.64795,3.72314,-3.11279,0.14526,-0.57788,0.84399,,-0.76210,-0.38346,-0.30775,-0.42126,
67.35156,-2.25830,3.02124,-3.32642,0.16187,-0.57690,0.83496,,-0.76221,-0.38315,-0.30790,-0.42122,
67.35938,-2.01416,3.23486,-2.83813,0.14966,-0.58301,0.82471,,-0.76229,-0.38287,-0.30806,-0.42121,
67.36719,-1.34277,2.77710,-2.86865,0.16431,-0.58179,0.82935,,-0.76237,-0.38263,-0.30822,-0.42118,
67.37500,-1.06812,3.50952,-2.28882,0.15161,-0.57007,0.83911,,-0.76241,-0.38240,-0.30841,-0.42118,
67.38281,-1.67847,2.74658,-2.28882,0.17236,-0.58984,0.81909,,-0.76248,-0.38216,-0.30853,-0.42118,
67.39063,-1.46484,3.20435,-1.89209,0.17139,-0.59326,0.80566,,-0.76252,-0.38192,-0.30868,-0.42121,
67.39844,0.91553,4.42505,-1.46484,0.17407,-0.59717,0.82153,,-0.76246,-0.38179,-0.30895,-0.42124,
67.40625,1.64795,5.21851,-1.25122,0.16626,-0.58521,0.83862,,-0.76236,-0.38167,-0.30928,-0.42129,
67.41406,1.28174,5.12695,-1.31226,0.16406,-0.58643,0.83740,,-0.76228,-0.38153,-0.30959,-0.42134,
67.42188,1.43433,5.64575,-1.25122,0.16724,-0.58667,0.82129,,-0.76217,-0.38139,-0.30993,-0.42140,
67.42969,2.44141,6.53076,-0.82397,0.16431,-0.57422,0.83887,,-0.76201,-0.38128,-0.31034,-0.42148,
67.43750,2.25830,6.59180,-0.67139,0.16602,-0.57129,0.84448,,-0.76185,-0.38117,-0.31073,-0.42158,
67.44531,1.12915,6.50024,-0.42725,0.15796,-0.58203,0.83423,,-0.76172,-0.38100,-0.31109,-0.42172,
67.45313,1.86157,6.86646,-0.03052,0.15454,-0.58301,0.82813,,-0.76154,-0.38088,-0.31148,-0.42187,
67.46094,2.38037,7.04956,0.03052,0.14478,-0.57886,0.83887,,-0.76135,-0.38077,-0.31188,-0.42201,
67.46875,1.64795,6.77490,0.09155,0.14136,-0.57080,0.84521,,-0.76118,-0.38063,-0.31226,-0.42217,
67.47656,1.34277,6.50024,-0.06104,0.13477,-0.57666,0.84253,,-0.76102,-0.38049,-0.31261,-0.42231,
67.48438,1.19019,5.98145,-0.27466,0.14575,-0.58130,0.84521,,-0.76089,-0.38034,-0.31294,-0.42244,
67.49219,0.54932,5.76782,-0.39673,0.13135,-0.58301,0.83447,,-0.76078,-0.38017,-0.31324,-0.42257,
67.50000,0.70190,5.21851,-0.64087,0.13452,-0.58667,0.83740,,-0.76069,-0.38001,-0.31352,-0.42267,
67.50781,0.88501,5.40161,-0.91553,0.13208,-0.58643,0.83813,,-0.76060,-0.37985,-0.31382,-0.42275,
67.51563,0.79346,4.69971,-1.49536,0.13086,-0.59448,0.83569,,-0.76054,-0.37970,-0.31410,-0.42279,
67.52344,1.06812,4.33350,-1.73950,0.13892,-0.59253,0.83057,,-0.76049,-0.37956,-0.31438,-0.42280,
67.53125,1.80054,3.84521,-2.01416,0.14282,-0.59521,0.83081,,-0.76043,-0.37947,-0.31466,-0.42276,
67.53906,2.25830,4.21143,-2.19727,0.14844,-0.59229,0.83765,,-0.76037,-0.37940,-0.31497,-0.42272,
67.54688,2.13623,4.24194,-2.31934,0.14282,-0.59351,0.83154,,-0.76031,-0.37931,-0.31529,-0.42268,
67.55469,2.74658,3.96729,-2.59399,0.15527,-0.59668,0.82593,,-0.76024,-0.37925,-0.31562,-0.42260,
67.56250,4.08936,4.42505,-2.47192,0.15894,-0.57983,0.83618,,-0.76013,-0.37925,-0.31600,-0.42251,
67.57031,4.08936,4.36401,-2.34985,0.16187,-0.57837,0.84595,,-0.76002,-0.37926,-0.31638,-0.42242,
67.57813,3.26538,4.51660,-2.10571,0.15381,-0.57520,0.83936,,-0.75991,-0.37923,-0.31674,-0.42237,
67.58594,3.44849,4.63867,-1.86157,0.16016,-0.56885,0.83936,,-0.75980,-0.37921,-0.31710,-0.42233,
67.59375,3.78418,4.82178,-1.73950,0.16357,-0.55884,0.84961,,-0.75966,-0.37920,-0.31748,-0.42229,
67.60156,2.28882,4.85229,-1.31226,0.14868,-0.56665,0.85254,,-0.75955,-0.37912,-0.31780,-0.42231,
67.60938,1.34277,4.51660,-1.37329,0.15283,-0.57959,0.83154,,-0.75948,-0.37900,-0.31809,-0.42234,
67.61719,1.86157,4.60815,-1.25122,0.15601,-0.57788,0.83691,,-0.75939,-0.37891,-0.31839,-0.42236,
67.62500,1.67847,4.88281,-1.22070,0.14575,-0.57397,0.85254,,-0.75929,-0.37880,-0.31869,-0.42240,
67.63281,0.45776,4.39453,-1.46484,0.14917,-0.58057,0.83984,,-0.75924,-0.37864,-0.31895,-0.42244,
67.64063,0.42725,4.21143,-1.49536,0.15210,-0.58008,0.83569,,-0.75920,-0.37848,-0.31919,-0.42247,
67.64844,1.03760,4.45557,-1.46484,0.14966,-0.57861,0.84399,,-0.75914,-0.37835,-0.31946,-0.42250,
67.65625,0.48828,4.36401,-1.49536,0.15112,-0.57642,0.84570,,-0.75909,-0.37819,-0.31972,-0.42253,
67.66406,0.24414,4.27246,-1.58691,0.14819,-0.57715,0.83838,,-0.75906,-0.37801,-0.31996,-0.42257,
67.67188,0.42725,4.18091,-1.64795,0.14526,-0.57983,0.84204,,-0.75902,-0.37785,-0.32020,-0.42259,
67.67969,0.24414,4.11987,-1.64795,0.14746,-0.58008,0.84399,,-0.75899,-0.37768,-0.32044,-0.42262,
67.68750,-0.12207,3.84521,-1.67847,0.15283,-0.58203,0.84033,,-0.75898,-0.37750,-0.32066,-0.42264,
67.69531,0.06104,3.99780,-1.61743,0.15771,-0.58350,0.83667,,-0.75895,-0.37733,-0.32088,-0.42267,
67.70313,0.21362,3.81470,-1.64795,0.15356,-0.58008,0.83813,,-0.75893,-0.37716,-0.32110,-0.42269,
67.71094,0.21362,4.21143,-1.52588,0.15918,-0.57568,0.84424,,-0.75890,-0.37699,-0.32134,-0.42273,
67.71875,-0.15259,4.21143,-1.40381,0.15771,-0.57544,0.84741,,-0.75887,-0.37680,-0.32156,-0.42278,
67.72656,-0.57983,4.33350,-1.49536,0.15405,-0.57788,0.84473,,-0.75885,-0.37659,-0.32178,-0.42283,
67.73438,-0.88501,4.24194,-1.34277,0.15308,-0.58716,0.83716,,-0.75883,-0.37636,-0.32199,-0.42290,
67.74219,-0.64087,4.30298,-1.46484,0.15137,-0.58813,0.83350,,-0.75882,-0.37615,-0.32220,-0.42296,
67.75000,-0.51880,4.24194,-1.55640,0.15259,-0.58398,0.83667,,-0.75880,-0.37594,-0.32242,-0.42301,
67.75781,-0.54932,4.15039,-1.58691,0.14795,-0.58594,0.84106,,-0.75879,-0.37573,-0.32263,-0.42306,
67.76563,-0.51880,4.11987,-1.83105,0.14697,-0.58813,0.83057,,-0.75878,-0.37551,-0.32285,-0.42309,
67.77344,-0.18311,4.05884,-1.98364,0.14966,-0.58496,0.83374,,-0.75877,-0.37531,-0.32308,-0.42311,
67.78125,0.24414,4.27246,-1.92261,0.15015,-0.57910,0.84155,,-0.75875,-0.37513,-0.32334,-0.42312,
67.78906,-0.45776,4.15039,-2.01416,0.15625,-0.57886,0.83984,,-0.75874,-0.37492,-0.32356,-0.42315,
67.79688,-0.45776,4.08936,-1.92261,0.15234,-0.58496,0.83521,,-0.75874,-0.37471,-0.32379,-0.42317,
67.80469,-0.18311,4.39453,-2.07520,0.15234,-0.59033,0.82935,,-0.75872,-0.37450,-0.32403,-0.42319,
67.81250,0.76294,4.36401,-2.13623,0.15112,-0.58301,0.84204,,-0.75869,-0.37434,-0.32431,-0.42319,
67.82031,0.64087,4.51660,-2.25830,0.15381,-0.57495,0.84131,,-0.75866,-0.37416,-0.32460,-0.42318,
67.82813,0.15259,4.39453,-2.07520,0.15771,-0.57935,0.83203,,-0.75863,-0.37397,-0.32485,-0.42319,
67.83594,0.57983,4.88281,-1.86157,0.15698,-0.57959,0.83374,,-0.75858,-0.37379,-0.32515,-0.42322,
67.84375,0.85449,5.00488,-1.80054,0.15576,-0.57813,0.83716,,-0.75852,-0.37362,-0.32545,-0.42325,
67.85156,0.82397,5.06592,-1.70898,0.15430,-0.58081,0.83789,,-0.75845,-0.37345,-0.32575,-0.42328,
67.85938,0.67139,5.18799,-1.58691,0.15308,-0.58643,0.83252,,-0.75839,-0.37328,-0.32606,-0.42333,
67.86719,0.91553,5.12695,-1.73950,0.15454,-0.58862,0.83276,,-0.75832,-0.37311,-0.32637,-0.42336,
67.87500,1.46484,5.34058,-1.55640,0.14941,-0.58643,0.83350,,-0.75822,-0.37297,-0.32670,-0.42339,
67.88281,1.55640,5.31006,-1.61743,0.15308,-0.58618,0.83813,,-0.75813,-0.37283,-0.32703,-0.42342,
67.89063,1.67847,5.31006,-1.73950,0.15308,-0.58081,0.83691,,-0.75804,-0.37270,-0.32737,-0.42344,
67.89844,1.67847,5.49316,-1.70898,0.15088,-0.58301,0.84009,,-0.75794,-0.37256,-0.32773,-0.42346,
67.90625,1.77002,5.49316,-1.67847,0.14575,-0.57983,0.83960,,-0.75784,-0.37243,-0.32808,-0.42348,
67.91406,1.89209,5.24902,-1.77002,0.15454,-0.57837,0.84009,,-0.75775,-0.37231,-0.32842,-0.42349,
67.92188,1.73950,5.46265,-1.58691,0.15430,-0.57593,0.84351,,-0.75764,-0.37218,-0.32877,-0.42352,
67.92969,1.52588,5.46265,-1.55640,0.14966,-0.57886,0.84204,,-0.75755,-0.37204,-0.32911,-0.42356,
67.93750,0.97656,5.24902,-1.70898,0.14917,-0.58105,0.83618,,-0.75747,-0.37187,-0.32943,-0.42359,
67.94531,1.31226,5.21851,-1.77002,0.15430,-0.58130,0.83618,,-0.75739,-0.37172,-0.32975,-0.42361,
67.95313,1.49536,5.49316,-1.73950,0.15161,-0.57715,0.83765,,-0.75730,-0.37157,-0.33010,-0.42364,
67.96094,1.28174,5.37109,-1.77002,0.14893,-0.58081,0.84424,,-0.75721,-0.37142,-0.33043,-0.42366,
67.96875,0.91553,5.21851,-1.83105,0.15234,-0.58740,0.82983,,-0.75714,-0.37125,-0.33075,-0.42369,
67.97656,1.37329,5.31006,-1.86157,0.15332,-0.58643,0.83081,,-0.75706,-0.37109,-0.33108,-0.42371,
67.98438,2.16675,5.55420,-1.92261,0.15186,-0.57471,0.84399,,-0.75696,-0.37097,-0.33146,-0.42371,
67.99219,1.31226,5.40161,-1.92261,0.14722,-0.58350,0.84619,,-0.75687,-0.37081,-0.33180,-0.42373,
68.00000,0.88501,5.21851,-1.98364,0.14966,-0.58838,0.83276,,-0.75681,-0.37064,-0.33211,-0.42375,
68.00781,1.92261,5.46265,-2.16675,0.15063,-0.58716,0.82666,,-0.75672,-0.37050,-0.33248,-0.42374,
68.01563,2.74658,5.64575,-2.13623,0.14673,-0.57153,0.84595,,-0.75660,-0.37041,-0.33288,-0.42373,
68.02344,2.31934,5.34058,-2.07520,0.14722,-0.56470,0.85010,,-0.75650,-0.37030,-0.33325,-0.42371,
68.03125,1.46484,5.00488,-2.01416,0.15454,-0.56299,0.84155,,-0.75643,-0.37016,-0.33358,-0.42371,
68.03906,1.31226,5.34058,-1.86157,0.15063,-0.57202,0.84424,,-0.75634,-0.37000,-0.33391,-0.42373,
68.04688,1.12915,5.12695,-1.80054,0.15283,-0.56836,0.84448,,-0.75627,-0.36984,-0.33423,-0.42375,
68.05469,0.70190,4.97437,-1.55640,0.15430,-0.57056,0.84302,,-0.75620,-0.36967,-0.33452,-0.42379,
68.06250,0.54932,5.00488,-1.43433,0.15649,-0.56592,0.84790,,-0.75613,-0.36950,-0.33480,-0.42384,
68.07031,0.06104,5.24902,-1.31226,0.14990,-0.57617,0.85254,,-0.75607,-0.36929,-0.33508,-0.42392,
68.07813,-0.36621,5.03540,-1.34277,0.14600,-0.58130,0.83716,,-0.75602,-0.36907,-0.33534,-0.42399,
68.08594,0.15259,4.97437,-1.37329,0.15063,-0.57739,0.83984,,-0.75596,-0.36887,-0.33561,-0.42405,
68.09375,0.09155,4.94385,-1.37329,0.14941,-0.57935,0.84399,,-0.75591,-0.36868,-0.33587,-0.42412,
68.10156,-0.27466,4.73022,-1.52588,0.14844,-0.58301,0.83643,,-0.75587,-0.36846,-0.33612,-0.42417,
68.10938,-0.24414,4.85229,-1.52588,0.15088,-0.58374,0.83374,,-0.75582,-0.36825,-0.33638,-0.42423,
68.11719,0.54932,4.82178,-1.67847,0.14819,-0.58301,0.83691,,-0.75577,-0.36807,-0.33666,-0.42426,
68.12500,0.45776,4.79126,-1.64795,0.14941,-0.58008,0.83447,,-0.75571,-0.36789,-0.33693,-0.42430,
68.13281,0.54932,4.82178,-1.70898,0.15112,-0.58398,0.83887,,-0.75566,-0.36771,-0.33722,-0.42433,
68.14063,0.79346,4.97437,-1.80054,0.15234,-0.58398,0.83691,,-0.75559,-0.36754,-0.33751,-0.42435,
68.14844,1.22070,5.15747,-1.83105,0.15210,-0.58008,0.84106,,-0.75551,-0.36739,-0.33784,-0.42437,
68.15625,1.22070,5.06592,-1.89209,0.15381,-0.58057,0.84229,,-0.75544,-0.36723,-0.33815,-0.42438,
68.16406,1.25122,5.34058,-1.83105,0.15210,-0.58374,0.83569,,-0.75536,-0.36707,-0.33848,-0.42441,
68.17188,1.86157,5.64575,-1.73950,0.15332,-0.57886,0.84302,,-0.75525,-0.36694,-0.33885,-0.42442,
68.17969,1.64795,5.70679,-1.73950,0.14966,-0.58179,0.83691,,-0.75515,-0.36679,-0.33921,-0.42445,
68.18750,1.80054,5.58472,-1.83105,0.15674,-0.58691,0.83130,,-0.75504,-0.36665,-0.33957,-0.42446,
68.19531,2.53296,6.31714,-1.67847,0.15625,-0.57813,0.84106,,-0.75490,-0.36654,-0.33998,-0.42449,
68.20313,2.62451,6.25610,-1.80054,0.15576,-0.57642,0.84497,,-0.75476,-0.36642,-0.34040,-0.42450,
68.21094,1.98364,6.43921,-1.70898,0.15137,-0.57813,0.83911,,-0.75463,-0.36627,-0.34080,-0.42454,
68.21875,2.04468,6.56128,-1.73950,0.14307,-0.57764,0.83350,,-0.75450,-0.36612,-0.34122,-0.42458,
68.22656,2.44141,6.68335,-1.61743,0.14087,-0.57520,0.84277,,-0.75435,-0.36599,-0.34165,-0.42461,
68.23438,2.53296,6.19507,-1.89209,0.14673,-0.56006,0.85620,,-0.75421,-0.36587,-0.34206,-0.42462,
68.24219,1.12915,5.76782,-1.80054,0.14331,-0.56152,0.85278,,-0.75412,-0.36569,-0.34241,-0.42466,
68.25000,0.61035,5.40161,-1.83105,0.14600,-0.56860,0.84448,,-0.75405,-0.36549,-0.34272,-0.42469,
68.25781,0.79346,5.27954,-1.83105,0.14331,-0.57153,0.84741,,-0.75398,-0.36531,-0.34304,-0.42472,
68.26563,0.15259,5.00488,-1.86157,0.14038,-0.56982,0.85132,,-0.75393,-0.36510,-0.34332,-0.42476,
68.27344,-0.27466,4.63867,-1.89209,0.14624,-0.57373,0.84570,,-0.75390,-0.36488,-0.34357,-0.42479,
68.28125,-0.33569,4.54712,-2.01416,0.14575,-0.57910,0.83667,,-0.75388,-0.36466,-0.34382,-0.42482,
68.28906,0.09155,4.63867,-2.04468,0.14722,-0.57715,0.84351,,-0.75385,-0.36446,-0.34409,-0.42484,
68.29688,0.12207,4.39453,-1.98364,0.14355,-0.57471,0.84839,,-0.75382,-0.36426,-0.34434,-0.42485,
68.30469,-0.24414,4.36401,-2.01416,0.15332,-0.57715,0.83765,,-0.75380,-0.36405,-0.34458,-0.42488,
68.31250,-0.27466,4.24194,-2.01416,0.15015,-0.57886,0.83521,,-0.75378,-0.36384,-0.34481,-0.42489,
68.32031,0.18311,4.54712,-2.04468,0.14844,-0.58105,0.83643,,-0.75375,-0.36364,-0.34508,-0.42491,
68.32813,0.51880,4.63867,-1.77002,0.15405,-0.57910,0.83862,,-0.75370,-0.36346,-0.34535,-0.42493,
68.33594,0.70190,4.63867,-1.92261,0.15308,-0.57861,0.83765,,-0.75365,-0.36329,-0.34563,-0.42494,
68.34375,0.82397,4.97437,-1.86157,0.15039,-0.57788,0.83887,,-0.75358,-0.36312,-0.34593,-0.42496,
68.35156,1.03760,4.97437,-1.80054,0.15381,-0.57593,0.83716,,-0.75351,-0.36296,-0.34623,-0.42498,
68.35938,1.09863,4.94385,-1.73950,0.15479,-0.57251,0.83936,,-0.75343,-0.36281,-0.34654,-0.42499,
68.36719,1.00708,5.18799,-1.61743,0.15210,-0.57324,0.84521,,-0.75335,-0.36264,-0.34685,-0.42502,
68.37500,0.57983,5.18799,-1.52588,0.14917,-0.57495,0.83984,,-0.75328,-0.36246,-0.34714,-0.42507,
68.38281,0.76294,5.15747,-1.58691,0.14624,-0.57715,0.83667,,-0.75320,-0.36229,-0.34744,-0.42511,
68.39063,1.06812,5.09644,-1.67847,0.14722,-0.57251,0.84717,,-0.75312,-0.36213,-0.34775,-0.42513,
68.39844,0.33569,4.91333,-1.67847,0.14624,-0.56860,0.85059,,-0.75307,-0.36194,-0.34803,-0.42517,
68.40625,-0.09155,4.79126,-1.64795,0.14526,-0.57520,0.83984,,-0.75302,-0.36173,-0.34829,-0.42522,
68.41406,0.24414,4.60815,-1.61743,0.14819,-0.57666,0.83447,,-0.75297,-0.36154,-0.34854,-0.42525,
68.42188,0.76294,4.91333,-1.58691,0.14771,-0.56592,0.85083,,-0.75290,-0.36137,-0.34883,-0.42528,
68.42969,0.39673,4.91333,-1.49536,0.15088,-0.56934,0.85156,,-0.75284,-0.36119,-0.34910,-0.42533,
68.43750,-0.54932,4.45557,-1.55640,0.15381,-0.57886,0.83447,,-0.75281,-0.36097,-0.34933,-0.42538,
68.44531,0.12207,4.91333,-1.55640,0.15308,-0.57837,0.83569,,-0.75275,-0.36077,-0.34960,-0.42543,
68.45313,0.51880,4.97437,-1.49536,0.14722,-0.57617,0.84351,,-0.75268,-0.36059,-0.34988,-0.42548,
68.46094,-0.15259,4.85229,-1.43433,0.14819,-0.57764,0.85132,,-0.75263,-0.36038,-0.35013,-0.42553,
68.46875,-0.42725,4.79126,-1.43433,0.15210,-0.58398,0.82910,,-0.75259,-0.36016,-0.35038,-0.42560,
68.47656,0.09155,5.00488,-1.43433,0.15112,-0.58472,0.83154,,-0.75253,-0.35996,-0.35064,-0.42566,
68.48438,0.79346,5.18799,-1.31226,0.14844,-0.57471,0.84570,,-0.75244,-0.35979,-0.35094,-0.42571,
68.49219,0.15259,4.91333,-1.34277,0.14673,-0.57593,0.84863,,-0.75238,-0.35959,-0.35120,-0.42577,
68.50000,-0.15259,5.00488,-1.52588,0.15161,-0.58032,0.83813,,-0.75232,-0.35938,-0.35147,-0.42582,
68.50781,0.36621,5.12695,-1.34277,0.14941,-0.57788,0.83667,,-0.75225,-0.35919,-0.35175,-0.42588,
68.51563,0.61035,5.09644,-1.34277,0.14722,-0.57715,0.84253,,-0.75217,-0.35901,-0.35203,-0.42593,
68.52344,0.42725,5.06592,-1.40381,0.14380,-0.57520,0.84937,,-0.75210,-0.35883,-0.35231,-0.42599,
68.53125,-0.24414,4.82178,-1.52588,0.14453,-0.58252,0.84082,,-0.75205,-0.35861,-0.35256,-0.42604,
68.53906,0.03052,4.97437,-1.55640,0.14478,-0.58325,0.83545,,-0.75200,-0.35841,-0.35283,-0.42609,
68.54688,0.67139,4.94385,-1.61743,0.14600,-0.57813,0.84009,,-0.75193,-0.35823,-0.35312,-0.42613,
68.55469,0.45776,4.79126,-1.64795,0.14575,-0.57886,0.84082,,-0.75187,-0.35805,-0.35339,-0.42616,
68.56250,0.36621,4.76074,-1.61743,0.14453,-0.57959,0.84106,,-0.75181,-0.35786,-0.35366,-0.42619,
68.57031,0.48828,4.91333,-1.80054,0.14795,-0.57886,0.83789,,-0.75175,-0.35768,-0.35394,-0.42622,
68.57813,0.70190,4.88281,-1.73950,0.15161,-0.57520,0.84668,,-0.75169,-0.35750,-0.35423,-0.42624,
68.58594,0.30518,4.79126,-1.77002,0.14819,-0.57837,0.84326,,-0.75163,-0.35731,-0.35450,-0.42627,
68.59375,0.21362,4.85229,-1.80054,0.14771,-0.58081,0.83569,,-0.75158,-0.35711,-0.35478,-0.42630,
68.60156,0.88501,4.79126,-1.64795,0.14624,-0.57349,0.84302,,-0.75151,-0.35695,-0.35506,-0.42632,
68.60938,0.82397,4.79126,-1.73950,0.14819,-0.56958,0.84692,,-0.75144,-0.35678,-0.35535,-0.42634,
