Gait Up - Physilog data export
Created on: 2020-07-20 10:37:32
Total data points: 10837

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
82.93750,1.89209,-3.69263,-1.55640,-0.12384,-0.40541,0.91215,,-0.76897,-0.58106,-0.17931,-0.19724,
82.94531,1.98364,-3.75366,-1.52588,-0.12065,-0.40689,0.91337,,-0.76898,-0.58117,-0.17920,-0.19699,
82.95313,2.10571,-3.47900,-1.22070,-0.12360,-0.40811,0.91166,,-0.76898,-0.58128,-0.17909,-0.19677,
82.96094,2.13623,-3.47900,-1.12915,-0.12384,-0.40860,0.91337,,-0.76897,-0.58139,-0.17898,-0.19655,
82.96875,2.22778,-3.54004,-1.00708,-0.12801,-0.40566,0.90826,,-0.76897,-0.58151,-0.17886,-0.19633,
82.97656,2.28882,-3.44849,-1.03760,-0.13095,-0.40075,0.90996,,-0.76896,-0.58163,-0.17874,-0.19611,
82.98438,2.31934,-3.47900,-0.97656,-0.12875,-0.40223,0.91240,,-0.76894,-0.58176,-0.17863,-0.19590,
82.99219,2.28882,-3.63159,-1.15967,-0.12875,-0.40125,0.91240,,-0.76894,-0.58188,-0.17851,-0.19567,
83.00000,2.22778,-3.54004,-1.19019,-0.13218,-0.40002,0.91288,,-0.76893,-0.58200,-0.17840,-0.19545,
83.00781,2.22778,-3.63159,-1.22070,-0.12850,-0.40149,0.91166,,-0.76893,-0.58212,-0.17828,-0.19521,
83.01563,2.13623,-3.60107,-1.25122,-0.12458,-0.40517,0.91264,,-0.76892,-0.58223,-0.17817,-0.19498,
83.02344,2.16675,-3.63159,-1.03760,-0.12458,-0.40272,0.91337,,-0.76892,-0.58235,-0.17804,-0.19476,
83.03125,2.22778,-3.66211,-1.03760,-0.12605,-0.40492,0.91069,,-0.76891,-0.58247,-0.17792,-0.19454,
83.03906,2.28882,-3.54004,-0.91553,-0.12875,-0.40149,0.91532,,-0.76890,-0.58259,-0.17779,-0.19432,
83.04688,2.13623,-3.41797,-0.94604,-0.12826,-0.40492,0.91093,,-0.76890,-0.58271,-0.17768,-0.19412,
83.05469,2.22778,-3.38745,-0.91553,-0.13243,-0.40174,0.91142,,-0.76888,-0.58283,-0.17756,-0.19391,
83.06250,2.22778,-3.47900,-0.88501,-0.12948,-0.40149,0.91142,,-0.76887,-0.58295,-0.17744,-0.19370,
83.07031,2.10571,-3.54004,-0.94604,-0.13194,-0.39928,0.91069,,-0.76887,-0.58306,-0.17732,-0.19349,
83.07813,2.10571,-3.72314,-0.97656,-0.12875,-0.40296,0.91118,,-0.76887,-0.58318,-0.17718,-0.19327,
83.08594,2.22778,-3.54004,-1.09863,-0.13733,-0.39928,0.91361,,-0.76886,-0.58330,-0.17707,-0.19305,
83.09375,2.01416,-3.63159,-1.12915,-0.12654,-0.40198,0.91166,,-0.76886,-0.58341,-0.17695,-0.19282,
83.10156,2.04468,-3.72314,-1.06812,-0.13365,-0.39806,0.91045,,-0.76886,-0.58352,-0.17682,-0.19260,
83.10938,2.01416,-3.84521,-1.25122,-0.13463,-0.39806,0.91240,,-0.76887,-0.58363,-0.17669,-0.19236,
83.11719,1.92261,-3.93677,-1.37329,-0.13169,-0.40051,0.91069,,-0.76888,-0.58373,-0.17656,-0.19211,
83.12500,2.10571,-4.15039,-1.43433,-0.12924,-0.40198,0.91045,,-0.76889,-0.58385,-0.17642,-0.19185,
83.13281,2.10571,-4.15039,-1.43433,-0.12924,-0.40247,0.91166,,-0.76890,-0.58396,-0.17628,-0.19158,
83.14063,1.98364,-4.27246,-1.49536,-0.12875,-0.40566,0.90947,,-0.76891,-0.58407,-0.17614,-0.19132,
83.14844,2.01416,-4.33350,-1.49536,-0.12826,-0.40296,0.91045,,-0.76893,-0.58419,-0.17600,-0.19104,
83.15625,2.10571,-4.45557,-1.64795,-0.12948,-0.39879,0.91191,,-0.76894,-0.58430,-0.17585,-0.19076,
83.16406,2.13623,-4.48608,-1.80054,-0.12531,-0.40026,0.91093,,-0.76896,-0.58442,-0.17571,-0.19046,
83.17188,2.13623,-4.33350,-1.61743,-0.13144,-0.40198,0.91580,,-0.76897,-0.58454,-0.17558,-0.19018,
83.17969,1.98364,-4.36401,-1.70898,-0.12801,-0.39928,0.91726,,-0.76899,-0.58465,-0.17544,-0.18990,
83.18750,1.92261,-4.24194,-1.64795,-0.12801,-0.39953,0.91386,,-0.76901,-0.58475,-0.17530,-0.18962,
83.19531,1.77002,-4.39453,-1.61743,-0.12212,-0.40149,0.91410,,-0.76904,-0.58485,-0.17516,-0.18935,
83.20313,1.80054,-4.05884,-1.58691,-0.12728,-0.40075,0.91313,,-0.76906,-0.58495,-0.17503,-0.18908,
83.21094,1.61743,-4.08936,-1.61743,-0.12777,-0.40100,0.91069,,-0.76909,-0.58503,-0.17489,-0.18882,
83.21875,1.55640,-4.15039,-1.61743,-0.12777,-0.40664,0.91653,,-0.76912,-0.58512,-0.17476,-0.18855,
83.22656,1.55640,-4.05884,-1.52588,-0.12311,-0.40517,0.91142,,-0.76915,-0.58520,-0.17462,-0.18830,
83.23438,1.55640,-3.87573,-1.52588,-0.12678,-0.40345,0.91313,,-0.76918,-0.58528,-0.17449,-0.18805,
83.24219,1.58691,-3.93677,-1.49536,-0.12948,-0.40149,0.91507,,-0.76920,-0.58537,-0.17436,-0.18780,
83.25000,1.55640,-3.90625,-1.46484,-0.12507,-0.40394,0.91386,,-0.76923,-0.58545,-0.17423,-0.18755,
83.25781,1.58691,-4.02832,-1.52588,-0.12531,-0.40492,0.91361,,-0.76926,-0.58554,-0.17410,-0.18729,
83.26563,1.58691,-3.90625,-1.43433,-0.12041,-0.40639,0.90947,,-0.76928,-0.58562,-0.17397,-0.18704,
83.27344,1.64795,-3.72314,-1.49536,-0.12654,-0.40468,0.91069,,-0.76930,-0.58571,-0.17385,-0.18680,
83.28125,1.77002,-3.75366,-1.46484,-0.12531,-0.40517,0.91093,,-0.76932,-0.58580,-0.17373,-0.18656,
83.28906,1.95313,-3.81470,-1.43433,-0.12433,-0.40615,0.91215,,-0.76933,-0.58590,-0.17361,-0.18631,
83.29688,1.83105,-3.57056,-1.28174,-0.12433,-0.40639,0.91215,,-0.76934,-0.58600,-0.17349,-0.18608,
83.30469,1.92261,-3.66211,-1.31226,-0.12605,-0.40590,0.91459,,-0.76935,-0.58610,-0.17338,-0.18585,
83.31250,2.07520,-3.63159,-1.19019,-0.12899,-0.40590,0.91288,,-0.76935,-0.58620,-0.17326,-0.18562,
83.32031,2.19727,-3.75366,-1.12915,-0.12703,-0.40468,0.91020,,-0.76934,-0.58632,-0.17313,-0.18539,
83.32813,2.16675,-3.60107,-1.12915,-0.12752,-0.40419,0.91093,,-0.76933,-0.58644,-0.17301,-0.18516,
83.33594,2.31934,-3.72314,-1.22070,-0.13144,-0.40345,0.91288,,-0.76932,-0.58656,-0.17289,-0.18492,
83.34375,2.19727,-3.87573,-1.37329,-0.12728,-0.40051,0.91240,,-0.76932,-0.58668,-0.17276,-0.18467,
83.35156,2.13623,-3.99780,-1.46484,-0.12801,-0.40370,0.91166,,-0.76933,-0.58679,-0.17264,-0.18441,
83.35938,2.10571,-3.93677,-1.43433,-0.12335,-0.40247,0.91264,,-0.76933,-0.58690,-0.17251,-0.18416,
83.36719,1.98364,-3.87573,-1.43433,-0.12384,-0.40394,0.91142,,-0.76934,-0.58701,-0.17239,-0.18391,
83.37500,2.01416,-3.78418,-1.31226,-0.12875,-0.40762,0.91702,,-0.76934,-0.58711,-0.17226,-0.18367,
83.38281,1.98364,-3.78418,-1.37329,-0.12531,-0.40541,0.91288,,-0.76935,-0.58722,-0.17214,-0.18342,
83.39063,1.95313,-3.75366,-1.31226,-0.12360,-0.40296,0.91166,,-0.76936,-0.58732,-0.17202,-0.18319,
83.39844,1.86157,-3.72314,-1.40381,-0.12973,-0.40713,0.91386,,-0.76937,-0.58742,-0.17190,-0.18294,
83.40625,2.10571,-3.69263,-1.37329,-0.12482,-0.40860,0.91118,,-0.76937,-0.58752,-0.17178,-0.18270,
83.41406,2.04468,-3.78418,-1.22070,-0.12311,-0.40370,0.91191,,-0.76937,-0.58763,-0.17165,-0.18247,
83.42188,2.04468,-3.72314,-1.19019,-0.12777,-0.40443,0.90972,,-0.76937,-0.58774,-0.17153,-0.18223,
83.42969,2.07520,-3.66211,-1.28174,-0.13046,-0.40075,0.91240,,-0.76937,-0.58785,-0.17141,-0.18200,
83.43750,1.98364,-3.78418,-1.46484,-0.12531,-0.40026,0.91191,,-0.76938,-0.58795,-0.17129,-0.18175,
83.44531,1.95313,-3.78418,-1.46484,-0.12948,-0.40394,0.91045,,-0.76938,-0.58805,-0.17117,-0.18150,
83.45313,1.89209,-3.84521,-1.52588,-0.12458,-0.40419,0.91142,,-0.76939,-0.58815,-0.17105,-0.18125,
83.46094,1.92261,-3.90625,-1.43433,-0.12286,-0.40443,0.91361,,-0.76941,-0.58825,-0.17093,-0.18100,
83.46875,1.86157,-3.78418,-1.37329,-0.12678,-0.40443,0.91069,,-0.76942,-0.58835,-0.17080,-0.18076,
83.47656,1.83105,-3.78418,-1.28174,-0.12752,-0.40419,0.91215,,-0.76943,-0.58845,-0.17067,-0.18052,
83.48438,1.86157,-3.72314,-1.28174,-0.12384,-0.40492,0.91191,,-0.76943,-0.58854,-0.17055,-0.18028,
83.49219,1.83105,-3.63159,-1.25122,-0.12482,-0.40713,0.91264,,-0.76944,-0.58864,-0.17043,-0.18005,
83.50000,1.89209,-3.69263,-1.19019,-0.12065,-0.40321,0.91410,,-0.76945,-0.58874,-0.17030,-0.17982,
83.50781,2.01416,-3.50952,-0.88501,-0.12384,-0.40394,0.91191,,-0.76944,-0.58884,-0.17018,-0.17962,
83.51563,1.92261,-3.47900,-1.00708,-0.12777,-0.40321,0.91020,,-0.76944,-0.58894,-0.17005,-0.17940,
83.52344,1.92261,-3.54004,-1.03760,-0.13022,-0.40370,0.91264,,-0.76944,-0.58904,-0.16993,-0.17919,
83.53125,2.01416,-3.66211,-1.09863,-0.12482,-0.40689,0.90826,,-0.76944,-0.58915,-0.16980,-0.17896,
83.53906,2.10571,-3.50952,-1.09863,-0.12654,-0.40738,0.91240,,-0.76943,-0.58926,-0.16969,-0.17874,
83.54688,2.31934,-3.47900,-0.97656,-0.12629,-0.40713,0.91410,,-0.76942,-0.58938,-0.16957,-0.17853,
83.55469,2.28882,-3.41797,-1.03760,-0.12163,-0.40958,0.91166,,-0.76940,-0.58950,-0.16945,-0.17831,
83.56250,2.41089,-3.54004,-0.97656,-0.12311,-0.40517,0.91288,,-0.76938,-0.58963,-0.16933,-0.17810,
83.57031,2.59399,-3.29590,-0.79346,-0.12286,-0.40811,0.91240,,-0.76935,-0.58976,-0.16922,-0.17789,
83.57813,2.71606,-3.23486,-0.73242,-0.12139,-0.40689,0.91240,,-0.76931,-0.58990,-0.16911,-0.17770,
83.58594,2.65503,-3.17383,-0.57983,-0.12433,-0.40370,0.91215,,-0.76927,-0.59004,-0.16900,-0.17751,
83.59375,2.68555,-3.20435,-0.64087,-0.12678,-0.40026,0.91191,,-0.76923,-0.59019,-0.16888,-0.17732,
83.60156,2.62451,-3.14331,-0.70190,-0.13046,-0.39953,0.91361,,-0.76919,-0.59032,-0.16878,-0.17713,
83.60938,2.50244,-3.14331,-0.70190,-0.12899,-0.40272,0.91532,,-0.76916,-0.59045,-0.16867,-0.17694,
83.61719,2.31934,-3.11279,-0.79346,-0.12703,-0.40492,0.91580,,-0.76914,-0.59057,-0.16856,-0.17675,
83.62500,2.41089,-3.08228,-0.73242,-0.12163,-0.40394,0.91240,,-0.76911,-0.59069,-0.16845,-0.17656,
83.63281,2.31934,-2.92969,-0.51880,-0.12654,-0.40272,0.91069,,-0.76908,-0.59081,-0.16835,-0.17640,
83.64063,2.50244,-3.02124,-0.42725,-0.12237,-0.40615,0.91191,,-0.76904,-0.59095,-0.16823,-0.17623,
83.64844,2.47192,-2.80762,-0.48828,-0.12801,-0.40689,0.91215,,-0.76901,-0.59107,-0.16813,-0.17606,
83.65625,2.59399,-2.86865,-0.36621,-0.12777,-0.40394,0.91166,,-0.76896,-0.59121,-0.16802,-0.17590,
83.66406,2.47192,-2.59399,-0.45776,-0.12777,-0.40321,0.91142,,-0.76892,-0.59133,-0.16793,-0.17575,
83.67188,2.56348,-2.65503,-0.36621,-0.12850,-0.40026,0.91434,,-0.76888,-0.59146,-0.16784,-0.17559,
83.67969,2.44141,-2.65503,-0.42725,-0.13414,-0.40443,0.91434,,-0.76884,-0.59159,-0.16774,-0.17544,
83.68750,2.41089,-2.68555,-0.51880,-0.12507,-0.40149,0.91459,,-0.76880,-0.59171,-0.16765,-0.17528,
83.69531,2.41089,-2.59399,-0.51880,-0.12531,-0.40468,0.91142,,-0.76876,-0.59183,-0.16756,-0.17512,
83.70313,2.38037,-2.53296,-0.54932,-0.13341,-0.40345,0.91166,,-0.76873,-0.59194,-0.16747,-0.17497,
83.71094,2.34985,-2.65503,-0.67139,-0.13144,-0.40051,0.90996,,-0.76870,-0.59206,-0.16738,-0.17480,
83.71875,2.47192,-2.77710,-0.73242,-0.13782,-0.39781,0.90996,,-0.76866,-0.59218,-0.16730,-0.17462,
83.72656,2.31934,-3.05176,-0.94604,-0.13758,-0.39928,0.91215,,-0.76864,-0.59230,-0.16720,-0.17443,
83.73438,2.28882,-3.29590,-1.09863,-0.13243,-0.40149,0.90899,,-0.76862,-0.59241,-0.16709,-0.17421,
83.74219,2.28882,-3.35693,-1.09863,-0.13194,-0.40198,0.91093,,-0.76860,-0.59253,-0.16699,-0.17400,
83.75000,2.31934,-3.35693,-0.91553,-0.13414,-0.40345,0.90850,,-0.76858,-0.59265,-0.16687,-0.17379,
83.75781,2.56348,-3.54004,-0.88501,-0.13341,-0.40958,0.91118,,-0.76855,-0.59278,-0.16675,-0.17357,
83.76563,2.80762,-3.54004,-0.79346,-0.13586,-0.41154,0.90607,,-0.76851,-0.59293,-0.16663,-0.17336,
83.77344,3.11279,-3.84521,-0.70190,-0.12899,-0.40738,0.91045,,-0.76846,-0.59310,-0.16649,-0.17313,
83.78125,3.44849,-3.84521,-0.48828,-0.12826,-0.41669,0.90777,,-0.76840,-0.59329,-0.16635,-0.17292,
83.78906,3.69263,-3.72314,-0.30518,-0.13022,-0.41326,0.90947,,-0.76832,-0.59350,-0.16620,-0.17271,
83.79688,4.36401,-4.05884,-0.15259,-0.12605,-0.41522,0.90314,,-0.76821,-0.59374,-0.16605,-0.17249,
83.80469,5.34058,-3.99780,0.12207,-0.13439,-0.41473,0.90314,,-0.76806,-0.59404,-0.16589,-0.17228,
83.81250,5.76782,-4.18091,0.33569,-0.13169,-0.41767,0.90728,,-0.76790,-0.59436,-0.16572,-0.17207,
83.82031,6.86646,-4.51660,0.51880,-0.13463,-0.42331,0.90899,,-0.76769,-0.59475,-0.16554,-0.17183,
83.82813,8.08716,-4.76074,0.88501,-0.12924,-0.42528,0.90680,,-0.76743,-0.59520,-0.16535,-0.17160,
83.83594,8.66699,-4.73022,1.15967,-0.12924,-0.42405,0.91288,,-0.76714,-0.59569,-0.16515,-0.17137,
83.84375,10.04028,-4.76074,1.61743,-0.13807,-0.41694,0.89316,,-0.76679,-0.59626,-0.16495,-0.17115,
83.85156,11.29150,-5.21851,1.83105,-0.13856,-0.40345,0.90582,,-0.76639,-0.59690,-0.16474,-0.17091,
83.85938,11.50513,-5.31006,1.77002,-0.13831,-0.41596,0.90753,,-0.76599,-0.59755,-0.16452,-0.17066,
83.86719,12.54272,-5.55420,1.86157,-0.12654,-0.41351,0.91678,,-0.76554,-0.59826,-0.16430,-0.17040,
83.87500,13.00049,-5.27954,2.31934,-0.11256,-0.38972,0.92944,,-0.76507,-0.59900,-0.16407,-0.17016,
83.88281,12.69531,-5.06592,2.71606,-0.10839,-0.38947,0.93187,,-0.76460,-0.59972,-0.16384,-0.16995,
83.89063,11.62720,-4.33350,3.54004,-0.11207,-0.39438,0.93820,,-0.76415,-0.60038,-0.16360,-0.16983,
83.89844,10.46753,-3.90625,4.30298,-0.09907,-0.38923,0.91093,,-0.76374,-0.60099,-0.16334,-0.16979,
83.90625,10.28442,-3.23486,4.60815,-0.11967,-0.34117,0.91629,,-0.76333,-0.60158,-0.16310,-0.16978,
83.91406,8.27026,-2.99072,4.30298,-0.16137,-0.30316,0.92238,,-0.76300,-0.60207,-0.16286,-0.16979,
83.92188,5.64575,-3.32642,2.56348,-0.17682,-0.32523,0.93747,,-0.76280,-0.60240,-0.16265,-0.16973,
83.92969,4.69971,-4.21143,1.80054,-0.13709,-0.32228,0.93284,,-0.76265,-0.60268,-0.16241,-0.16960,
83.93750,2.31934,-3.81470,1.00708,-0.10520,-0.36373,0.92992,,-0.76261,-0.60282,-0.16219,-0.16947,
83.94531,1.03760,-2.56348,1.28174,-0.11060,-0.37059,0.92992,,-0.76261,-0.60289,-0.16201,-0.16943,
83.95313,0.70190,-2.50244,1.49536,-0.11060,-0.37059,0.92651,,-0.76261,-0.60294,-0.16183,-0.16940,
83.96094,0.09155,-2.01416,1.49536,-0.12507,-0.38236,0.92043,,-0.76264,-0.60295,-0.16166,-0.16939,
83.96875,0.06104,-1.92261,1.43433,-0.12605,-0.39193,0.91897,,-0.76267,-0.60296,-0.16150,-0.16939,
83.97656,0.27466,-1.64795,1.55640,-0.13586,-0.39119,0.92092,,-0.76268,-0.60298,-0.16135,-0.16940,
83.98438,0.67139,-1.89209,1.40381,-0.13243,-0.39168,0.91410,,-0.76268,-0.60302,-0.16120,-0.16940,
83.99219,1.00708,-1.89209,1.31226,-0.14224,-0.39340,0.91605,,-0.76267,-0.60308,-0.16106,-0.16938,
84.00000,1.52588,-2.19727,1.12915,-0.13954,-0.39266,0.91799,,-0.76264,-0.60317,-0.16091,-0.16933,
84.00781,2.01416,-2.56348,0.91553,-0.13709,-0.39119,0.92043,,-0.76260,-0.60328,-0.16076,-0.16925,
84.01563,2.47192,-2.50244,0.76294,-0.13561,-0.39585,0.91580,,-0.76254,-0.60342,-0.16062,-0.16917,
84.02344,2.89917,-2.74658,0.67139,-0.14469,-0.38874,0.91897,,-0.76247,-0.60358,-0.16049,-0.16906,
84.03125,3.20435,-3.02124,0.54932,-0.13684,-0.39144,0.92481,,-0.76239,-0.60375,-0.16034,-0.16893,
84.03906,3.26538,-3.17383,0.70190,-0.13390,-0.38849,0.92554,,-0.76231,-0.60394,-0.16018,-0.16880,
84.04688,3.17383,-3.47900,0.51880,-0.13463,-0.39242,0.92603,,-0.76223,-0.60411,-0.16001,-0.16866,
84.05469,3.50952,-3.66211,0.64087,-0.14101,-0.39830,0.92189,,-0.76214,-0.60431,-0.15984,-0.16850,
84.06250,3.81470,-3.84521,0.70190,-0.13561,-0.40345,0.91702,,-0.76205,-0.60453,-0.15965,-0.16834,
84.07031,4.45557,-4.18091,0.67139,-0.13709,-0.39511,0.91848,,-0.76192,-0.60479,-0.15945,-0.16816,
84.07813,4.85229,-4.30298,0.76294,-0.13292,-0.39046,0.92092,,-0.76179,-0.60507,-0.15925,-0.16797,
84.08594,4.97437,-4.33350,0.64087,-0.13390,-0.38334,0.91775,,-0.76164,-0.60535,-0.15905,-0.16777,
84.09375,5.27954,-4.21143,0.54932,-0.14518,-0.38040,0.91751,,-0.76149,-0.60565,-0.15887,-0.16757,
84.10156,5.09644,-4.48608,0.33569,-0.13414,-0.37403,0.92189,,-0.76135,-0.60594,-0.15868,-0.16735,
84.10938,5.03540,-4.15039,0.27466,-0.13660,-0.36765,0.92238,,-0.76121,-0.60622,-0.15851,-0.16714,
84.11719,4.85229,-4.02832,-0.12207,-0.12850,-0.36152,0.92092,,-0.76108,-0.60648,-0.15836,-0.16692,
84.12500,4.36401,-3.20435,-0.12207,-0.11673,-0.36201,0.91556,,-0.76096,-0.60672,-0.15824,-0.16674,
84.13281,4.36401,-2.53296,0.03052,-0.12605,-0.36152,0.91751,,-0.76083,-0.60694,-0.15816,-0.16659,
84.14063,3.96729,-1.86157,-0.21362,-0.13610,-0.35784,0.91240,,-0.76071,-0.60713,-0.15811,-0.16646,
84.14844,3.78418,-0.94604,-0.48828,-0.12875,-0.38114,0.91897,,-0.76059,-0.60731,-0.15812,-0.16636,
84.15625,3.90625,-0.54932,-0.54932,-0.12409,-0.38776,0.91897,,-0.76047,-0.60748,-0.15816,-0.16627,
84.16406,4.18091,0.64087,-0.18311,-0.11967,-0.38776,0.92092,,-0.76031,-0.60765,-0.15825,-0.16625,
84.17188,3.69263,2.31934,0.21362,-0.11918,-0.38310,0.93479,,-0.76016,-0.60779,-0.15840,-0.16632,
84.17969,3.60107,2.86865,0.36621,-0.12090,-0.38310,0.92335,,-0.76000,-0.60792,-0.15857,-0.16642,
84.18750,3.17383,3.60107,0.70190,-0.13390,-0.36618,0.91945,,-0.75984,-0.60802,-0.15876,-0.16657,
84.19531,2.77710,3.78418,0.54932,-0.17044,-0.32032,0.91872,,-0.75971,-0.60809,-0.15896,-0.16673,
84.20313,1.80054,3.23486,0.00000,-0.18222,-0.33185,0.92384,,-0.75962,-0.60812,-0.15915,-0.16684,
84.21094,0.79346,1.37329,-0.70190,-0.13439,-0.37918,0.89974,,-0.75960,-0.60811,-0.15926,-0.16686,
84.21875,1.37329,2.31934,-1.09863,-0.17682,-0.32768,0.90704,,-0.75956,-0.60811,-0.15944,-0.16689,
84.22656,0.91553,2.01416,-1.52588,-0.20257,-0.32228,0.91093,,-0.75954,-0.60809,-0.15962,-0.16688,
84.23438,-0.39673,-0.54932,-2.77710,-0.18074,-0.37648,0.90363,,-0.75962,-0.60801,-0.15970,-0.16672,
84.24219,0.24414,-1.22070,-3.11279,-0.15327,-0.35416,0.90485,,-0.75968,-0.60797,-0.15976,-0.16651,
84.25000,0.33569,-0.73242,-3.32642,-0.17829,-0.32940,0.90923,,-0.75974,-0.60793,-0.15987,-0.16630,
84.25781,-1.03760,-2.28882,-4.24194,-0.17854,-0.34779,0.90534,,-0.75988,-0.60783,-0.15991,-0.16600,
84.26563,-1.73950,-2.92969,-5.03540,-0.15229,-0.34484,0.92603,,-0.76006,-0.60769,-0.15995,-0.16564,
84.27344,-2.28882,-2.96021,-5.37109,-0.14567,-0.34975,0.91605,,-0.76028,-0.60751,-0.15999,-0.16527,
84.28125,-3.47900,-1.92261,-6.28662,-0.20503,-0.35441,0.92578,,-0.76054,-0.60725,-0.16011,-0.16490,
84.28906,-4.11987,-3.23486,-7.75146,-0.17829,-0.35465,0.91045,,-0.76085,-0.60696,-0.16022,-0.16441,
84.29688,-4.45557,-3.35693,-8.39233,-0.17633,-0.36127,0.91872,,-0.76119,-0.60665,-0.16034,-0.16389,
84.30469,-4.66919,-3.69263,-9.09424,-0.15842,-0.33553,0.91726,,-0.76155,-0.60631,-0.16047,-0.16331,
84.31250,-6.07300,-4.18091,-10.28442,-0.18148,-0.33430,0.92530,,-0.76199,-0.60590,-0.16061,-0.16268,
84.32031,-7.23267,-5.00488,-10.89478,-0.16358,-0.35122,0.92384,,-0.76249,-0.60543,-0.16072,-0.16198,
84.32813,-9.21631,-5.18799,-11.50513,-0.13390,-0.34166,0.94112,,-0.76307,-0.60485,-0.16082,-0.16127,
84.33594,-12.20703,-3.75366,-12.02393,-0.15842,-0.34264,0.95329,,-0.76377,-0.60410,-0.16098,-0.16063,
84.34375,-13.85498,-3.99780,-12.69531,-0.16186,-0.35392,0.94648,,-0.76455,-0.60325,-0.16114,-0.15996,
84.35156,-15.86914,-3.99780,-14.34326,-0.17903,-0.36814,0.94599,,-0.76543,-0.60227,-0.16135,-0.15922,
84.35938,-17.66968,-3.50952,-15.93018,-0.11820,-0.41596,0.95427,,-0.76639,-0.60118,-0.16163,-0.15844,
84.36719,-18.31055,-2.44141,-16.32690,-0.14126,-0.34583,0.95524,,-0.76737,-0.60004,-0.16197,-0.15769,
84.37500,-22.70508,-2.10571,-17.05933,-0.19129,-0.37108,0.95061,,-0.76853,-0.59865,-0.16231,-0.15697,
84.38281,-27.31323,-3.47900,-19.43970,-0.17437,-0.36103,0.93698,,-0.76991,-0.59701,-0.16263,-0.15611,
84.39063,-29.81567,-0.82397,-21.17920,-0.25849,-0.36765,0.96765,,-0.77138,-0.59518,-0.16313,-0.15529,
84.39844,-37.20093,-6.40869,-25.81787,-0.22244,-0.32670,0.96790,,-0.77326,-0.59297,-0.16345,-0.15409,
84.40625,-47.66846,-10.80322,-31.06689,-0.24549,-0.29286,1.05919,,-0.77565,-0.59019,-0.16363,-0.15254,
84.41406,-54.80957,-14.95361,-33.44727,-0.14690,-0.26785,1.05237,,-0.77839,-0.58703,-0.16361,-0.15078,
84.42188,-70.06836,-14.80103,-37.50610,-0.31098,-0.27005,1.13733,,-0.78176,-0.58300,-0.16361,-0.14898,
84.42969,-78.33862,-20.47729,-39.36768,-0.25604,-0.26073,1.06941,,-0.78551,-0.57855,-0.16328,-0.14694,
84.43750,-95.48950,-19.34814,-44.15894,-0.28327,-0.24136,1.16289,,-0.78994,-0.57308,-0.16303,-0.14487,
84.44531,-113.34229,-28.22876,-48.67554,-0.18516,-0.19158,1.09546,,-0.79516,-0.56666,-0.16228,-0.14240,
84.45313,-127.19727,-29.35791,-50.68970,-0.09686,-0.32057,1.14828,,-0.80088,-0.55942,-0.16140,-0.13992,
84.46094,-147.39990,-25.23804,-55.90820,-0.17535,-0.20679,1.10763,,-0.80730,-0.55093,-0.16074,-0.13752,
84.46875,-180.32837,-27.49634,-62.83569,-0.27934,-0.34803,1.16435,,-0.81492,-0.54049,-0.15988,-0.13499,
84.47656,-192.84058,-30.94482,-67.96265,-0.32545,-0.38408,1.15218,,-0.82293,-0.52923,-0.15887,-0.13216,
84.48438,-217.22412,-38.81836,-80.53589,-0.50327,-0.29139,1.17360,,-0.83183,-0.51641,-0.15763,-0.12858,
84.49219,-247.71118,-64.30054,-94.60449,-0.33624,-0.45936,1.16654,,-0.84195,-0.50178,-0.15512,-0.12358,
84.50000,-259.46045,-68.63403,-101.86768,-0.37917,-0.57952,1.27024,,-0.85228,-0.48625,-0.15245,-0.11811,
84.50781,-274.38354,-84.59473,-116.88232,-0.63228,-0.58197,1.27511,,-0.86303,-0.46961,-0.14918,-0.11133,
84.51563,-286.16333,-106.01807,-128.69263,-0.42724,-0.83308,1.26148,,-0.87405,-0.45211,-0.14486,-0.10324,
84.52344,-285.98022,-100.37231,-134.55200,-0.32962,-1.06456,1.38222,,-0.88460,-0.43428,-0.14098,-0.09493,
84.53125,-264.06860,-79.49829,-142.24243,-0.45177,-1.18472,1.42921,,-0.89393,-0.41734,-0.13866,-0.08651,
84.53906,-245.72754,-72.96753,-149.56665,-0.34630,-1.20973,1.23251,,-0.90234,-0.40123,-0.13700,-0.07762,
84.54688,-233.67310,-63.99536,-151.51978,-0.46746,-1.04176,1.26099,,-0.90999,-0.38563,-0.13595,-0.06871,
84.55469,-221.28296,-61.15723,-160.76660,-0.51161,-0.74186,1.13027,,-0.91699,-0.37057,-0.13533,-0.05916,
84.56250,-209.04541,-69.12231,-171.11206,-0.51063,-0.43043,0.79360,,-0.92345,-0.35608,-0.13447,-0.04863,
84.57031,-206.29883,-75.71411,-177.09351,-0.48046,-0.29139,0.73517,,-0.92958,-0.34162,-0.13331,-0.03752,
84.57813,-200.86670,-80.71899,-185.69946,-0.41424,0.07399,1.11128,,-0.93530,-0.32732,-0.13199,-0.02568,
84.58594,-174.74365,-34.91211,-163.29956,-0.76301,-0.85294,2.02465,,-0.93967,-0.31471,-0.13310,-0.01605,
