Gait Up - Physilog data export
Created on: 2020-07-20 10:37:32
Total data points: 10837

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
118.04688,-23.19336,2.31934,-12.20703,-0.14714,-0.42871,0.91093,,0.29329,0.25317,-0.65453,0.64921,
118.05469,-24.62769,2.71606,-12.54272,-0.15622,-0.42895,0.91191,,0.29439,0.25305,-0.65529,0.64799,
118.06250,-28.07617,2.99072,-13.42773,-0.16039,-0.42773,0.91045,,0.29560,0.25289,-0.65618,0.64660,
118.07031,-31.70776,2.41089,-13.79395,-0.14346,-0.43680,0.90826,,0.29687,0.25270,-0.65722,0.64504,
118.07813,-33.44727,2.74658,-13.67188,-0.15107,-0.44220,0.90753,,0.29817,0.25245,-0.65834,0.64339,
118.08594,-37.35352,2.65503,-13.73291,-0.15548,-0.41424,0.91653,,0.29953,0.25212,-0.65962,0.64157,
118.09375,-42.87720,1.06812,-13.58032,-0.16578,-0.41081,0.91921,,0.30091,0.25174,-0.66118,0.63947,
118.10156,-45.83740,0.33569,-13.79395,-0.19080,-0.41473,0.93114,,0.30231,0.25134,-0.66287,0.63721,
118.10938,-52.85645,-3.57056,-14.28223,-0.18614,-0.40762,0.93698,,0.30368,0.25098,-0.66493,0.63456,
118.11719,-61.70654,-5.76782,-15.44189,-0.20061,-0.39953,0.94380,,0.30514,0.25059,-0.66738,0.63143,
118.12500,-66.55884,-7.38525,-16.20483,-0.21067,-0.40051,0.95986,,0.30664,0.25019,-0.67005,0.62802,
118.13281,-76.23291,-10.25391,-18.00537,-0.20429,-0.39953,0.95573,,0.30824,0.24979,-0.67315,0.62407,
118.14063,-87.15820,-12.29858,-19.62280,-0.15573,-0.42356,0.94575,,0.31000,0.24931,-0.67670,0.61953,
118.14844,-92.83447,-11.29150,-20.66040,-0.17290,-0.42430,0.94721,,0.31192,0.24871,-0.68043,0.61471,
118.15625,-104.61426,-13.58032,-23.04077,-0.20086,-0.41841,0.95451,,0.31403,0.24805,-0.68463,0.60921,
118.16406,-117.49268,-18.34106,-26.58081,-0.20429,-0.41473,0.95183,,0.31626,0.24747,-0.68936,0.60293,
118.17188,-124.69482,-20.26367,-28.41187,-0.17976,-0.43509,0.91118,,0.31857,0.24688,-0.69435,0.59619,
118.17969,-140.86914,-22.00317,-32.07397,-0.19080,-0.43386,0.91751,,0.32120,0.24615,-0.69992,0.58852,
118.18750,-158.29468,-27.34375,-36.01074,-0.20159,-0.43337,0.93138,,0.32398,0.24543,-0.70616,0.57978,
118.19531,-167.78564,-31.31104,-38.81836,-0.20650,-0.43778,0.94039,,0.32679,0.24475,-0.71272,0.57038,
118.20313,-187.77466,-40.52734,-44.95239,-0.20478,-0.44710,0.94112,,0.32968,0.24424,-0.72005,0.55963,
118.21094,-210.69336,-48.58398,-51.51367,-0.18050,-0.38849,0.95086,,0.33274,0.24380,-0.72818,0.54736,
118.21875,-224.73145,-52.27661,-54.96216,-0.20110,-0.44612,0.94964,,0.33590,0.24330,-0.73668,0.53412,
118.22656,-250.45776,-64.91089,-62.68311,-0.26217,-0.45004,1.01853,,0.33903,0.24297,-0.74606,0.51905,
118.23438,-275.66528,-78.09448,-72.72339,-0.32692,-0.53072,1.03801,,0.34214,0.24295,-0.75621,0.50206,
118.24219,-285.98022,-84.44214,-77.81982,-0.36911,-0.49467,1.02048,,0.34511,0.24306,-0.76646,0.48411,
118.25000,-309.38721,-101.68457,-89.93530,-0.30044,-0.64499,1.08426,,0.34781,0.24372,-0.77731,0.46414,
118.25781,-335.26611,-107.14722,-99.30420,-0.29872,-0.90591,1.28875,,0.35075,0.24427,-0.78851,0.44223,
118.26563,-348.84644,-106.10962,-104.82788,-0.25506,-1.02729,1.36397,,0.35390,0.24460,-0.79949,0.41921,
118.27344,-375.70190,-92.10205,-112.15210,-0.06252,-1.48217,1.40998,,0.35824,0.24411,-0.81020,0.39452,
118.28125,-392.36450,-68.38989,-113.52539,0.29949,-1.74137,1.50345,,0.36393,0.24245,-0.82012,0.36901,
118.28906,-396.75903,-48.52295,-109.55811,-0.10152,-1.91180,1.55652,,0.37039,0.23973,-0.82910,0.34341,
118.29688,-395.90454,-30.70068,-107.23877,-0.32128,-1.93853,1.67897,,0.37749,0.23628,-0.83700,0.31797,
118.30469,-390.59448,-20.11108,-106.50635,-0.44809,-1.89071,1.73350,,0.38479,0.23251,-0.84389,0.29278,
118.31250,-375.39673,-14.64844,-114.86816,-0.45520,-1.54054,1.82552,,0.39207,0.22935,-0.84958,0.26812,
118.32031,-346.89331,-5.03540,-118.28613,-0.52927,-1.00596,1.60935,,0.39928,0.22685,-0.85388,0.24495,
118.32813,-330.90210,-3.32642,-119.50684,-0.42184,-0.66412,1.32526,,0.40616,0.22472,-0.85733,0.22251,
118.33594,-296.53931,8.88062,-120.97168,-0.68502,0.51269,0.85154,,0.41302,0.22335,-0.85948,0.20205,
118.34375,-337.00562,-24.23096,-138.76343,-1.10663,0.04407,0.84058,,0.41857,0.22228,-0.86239,0.17796,
118.35156,-351.80664,-60.39429,-130.40161,-0.74388,-1.30218,0.97983,,0.42182,0.22057,-0.86610,0.15260,
118.35938,-345.79468,12.51221,-93.62793,-1.06764,-3.78601,3.21991,,0.42857,0.21587,-0.86769,0.12979,
118.36719,-51.78833,-20.66040,-33.26416,-0.92072,-1.76565,2.28318,,0.42831,0.21628,-0.86829,0.12587,
118.37500,5.09644,3.87573,-3.81470,-1.15667,-1.61901,2.31726,,0.42865,0.21652,-0.86799,0.12639,
118.38281,126.06812,-9.55200,40.77148,-0.97419,-1.24210,1.95697,,0.42594,0.21778,-0.86769,0.13514,
118.39063,200.86670,-13.03101,70.64819,-0.57440,-0.27177,1.26197,,0.42162,0.21946,-0.86709,0.14907,
118.39844,207.51953,-9.27734,79.37622,-0.42062,-0.19232,1.06990,,0.41724,0.22080,-0.86626,0.16357,
118.40625,226.65405,-1.15967,92.04102,-0.15867,-0.09349,0.82914,,0.41276,0.22178,-0.86497,0.17960,
118.41406,241.72974,15.68604,102.32544,-0.01568,-0.09889,0.66190,,0.40880,0.22232,-0.86293,0.19701,
118.42188,250.39673,24.93286,105.68237,0.01155,-0.04028,0.61200,,0.40505,0.22271,-0.86028,0.21508,
118.42969,259.97925,38.63525,108.70361,0.03239,0.02470,0.51779,,0.40175,0.22291,-0.85685,0.23391,
118.43750,262.20703,46.23413,108.39844,0.05422,-0.06358,0.54116,,0.39871,0.22298,-0.85285,0.25288,
118.44531,261.62720,48.30933,107.60498,0.09175,-0.20188,0.55893,,0.39566,0.22296,-0.84847,0.27174,
118.45313,269.34814,55.29785,107.11670,0.13933,-0.37648,0.67529,,0.39274,0.22295,-0.84341,0.29105,
118.46094,282.04346,66.77246,109.49707,0.21757,-0.56334,0.73980,,0.39007,0.22282,-0.83746,0.31122,
118.46875,291.77856,75.25635,112.09106,0.21071,-0.58663,0.77145,,0.38750,0.22250,-0.83073,0.33202,
118.47656,307.18994,89.20288,118.01147,0.14228,-0.57388,0.79092,,0.38515,0.22181,-0.82293,0.35389,
118.48438,317.77954,96.52710,123.53516,0.04883,-0.58590,0.76706,,0.38269,0.22079,-0.81431,0.37642,
118.49219,320.67871,96.89331,125.91553,-0.01126,-0.61238,0.74759,,0.37992,0.21957,-0.80516,0.39895,
118.50000,324.24927,87.58545,129.08936,-0.08411,-0.52606,0.72179,,0.37626,0.21838,-0.79572,0.42138,
118.50781,319.36646,70.43457,129.51660,-0.07773,-0.52484,0.73055,,0.37151,0.21742,-0.78639,0.44305,
118.51563,316.43677,62.01172,128.50952,-0.04953,-0.54421,0.73493,,0.36618,0.21656,-0.77690,0.46415,
118.52344,309.08203,48.82813,123.53516,0.02528,-0.57045,0.77072,,0.36021,0.21609,-0.76747,0.48429,
118.53125,299.53003,42.29736,114.04419,0.05815,-0.65260,0.87296,,0.35417,0.21598,-0.75799,0.50336,
118.53906,295.56274,40.77148,107.94067,0.05790,-0.71464,0.93917,,0.34815,0.21604,-0.74822,0.52182,
118.54688,290.16113,38.36060,93.53638,0.07826,-0.88629,1.05383,,0.34244,0.21669,-0.73813,0.53939,
118.55469,291.38184,45.22705,77.05688,-0.02107,-1.05966,1.18139,,0.33750,0.21782,-0.72728,0.55652,
118.56250,293.97583,48.27881,69.48853,-0.07209,-1.10159,1.20281,,0.33280,0.21916,-0.71582,0.57342,
118.57031,297.42432,53.10059,55.23682,-0.27910,-1.14205,1.21644,,0.32870,0.22097,-0.70359,0.59000,
118.57813,295.28809,51.11694,42.48047,-0.51088,-1.26466,1.26391,,0.32489,0.22330,-0.69099,0.60590,
118.58594,292.93823,48.09570,37.78076,-0.60825,-1.35343,1.27584,,0.32102,0.22581,-0.67820,0.62129,
118.59375,286.13281,40.49683,34.54590,-0.66883,-1.57585,1.34863,,0.31691,0.22853,-0.66553,0.63593,
118.60156,276.21460,41.87012,46.38672,-0.48733,-1.94662,1.43310,,0.31237,0.23035,-0.65320,0.65014,
118.60938,274.38354,51.05591,58.62427,-0.42430,-2.17786,1.42288,,0.30761,0.23107,-0.64070,0.66444,
118.61719,276.94702,76.17188,91.85791,-0.39339,-2.40714,1.29775,,0.30227,0.22913,-0.62783,0.67968,
118.62500,273.49854,94.17725,132.29370,-0.50622,-2.46305,1.08475,,0.29574,0.22443,-0.61511,0.69556,
118.63281,267.79175,94.66553,152.34375,-0.58029,-2.44711,0.98932,,0.28822,0.21864,-0.60268,0.71127,
118.64063,246.06323,77.66724,187.50000,-0.68992,-2.46379,0.78459,,0.27847,0.21168,-0.59189,0.72616,
118.64844,217.74292,43.12134,211.48682,-0.70464,-2.34069,0.53312,,0.26643,0.20484,-0.58325,0.73951,
118.65625,199.70703,22.85767,219.02466,-0.62615,-2.28036,0.43234,,0.25335,0.19833,-0.57575,0.75166,
118.66406,156.49414,-13.06152,226.68457,-0.24427,-2.50106,0.05015,,0.23898,0.19259,-0.57098,0.76144,
118.67188,123.93188,-24.32251,213.71460,0.37283,-2.59008,-0.19548,,0.22521,0.18740,-0.56773,0.76931,
118.67969,103.88184,-16.93726,201.35498,0.92444,-3.16462,-0.50586,,0.21260,0.18201,-0.56515,0.77607,
118.68750,96.06934,54.16870,169.37256,1.58421,-3.36595,-0.89389,,0.20447,0.17399,-0.56147,0.78273,
118.69531,71.13647,141.23535,140.83862,1.43214,-3.01798,-1.37005,,0.20145,0.16202,-0.55751,0.78889,
118.70313,49.37744,167.20581,128.14331,1.14297,-2.76369,-1.49761,,0.20030,0.14880,-0.55413,0.79415,
118.71094,-12.93945,165.31372,94.29932,-0.65019,-1.31469,-1.18406,,0.20143,0.13590,-0.55376,0.79644,
118.71875,-150.11597,-38.87939,28.22876,0.54231,-2.59204,-1.26415,,0.19978,0.13489,-0.56287,0.79061,
118.72656,-177.91748,-75.98877,-21.05713,0.36547,-1.64206,-1.38758,,0.19954,0.13729,-0.57348,0.78260,
118.73438,-247.22290,-114.37988,-115.23438,0.85429,-0.19036,-0.08788,,0.20346,0.14453,-0.58720,0.77000,
118.74219,-251.34277,-33.20313,-135.46753,-1.37079,-0.70434,1.67897,,0.21159,0.14804,-0.59957,0.75751,
118.75000,-194.18335,-119.50684,-165.31372,-2.73669,-1.16167,3.57727,,0.21699,0.15782,-0.60963,0.74590,
118.75781,-130.24902,-171.05103,-137.78687,-0.27812,-1.20311,1.23738,,0.21823,0.17016,-0.61709,0.73663,
118.76563,-121.15479,-99.51782,-105.01099,-0.67594,-0.41498,0.98470,,0.22069,0.17755,-0.62309,0.72906,
118.77344,-217.46826,-154.32739,-69.94629,0.02455,-1.26417,0.68527,,0.22022,0.18484,-0.63516,0.71688,
118.78125,-205.71899,-169.25049,-60.27222,0.82952,-3.94835,3.00277,,0.21840,0.19259,-0.64680,0.70488,
118.78906,-121.55151,-166.65649,-57.76978,1.17339,-3.26664,2.83139,,0.21533,0.20116,-0.65430,0.69646,
118.79688,-8.39233,-113.55591,-55.75562,1.14199,-0.47236,1.28071,,0.21301,0.20875,-0.65535,0.69395,
118.80469,-33.66089,-70.37354,-44.00635,-0.19129,-0.01748,1.07574,,0.21245,0.21344,-0.65708,0.69105,
118.81250,-46.87500,-61.03516,-31.37207,-0.64774,-0.20875,1.12102,,0.21187,0.21695,-0.65961,0.68772,
118.82031,-49.68262,-88.56201,-18.73779,-0.12752,-0.82278,1.13976,,0.20950,0.22117,-0.66284,0.68399,
118.82813,-15.93018,-71.19751,-21.85059,0.22787,-1.03367,1.11980,,0.20754,0.22519,-0.66417,0.68198,
118.83594,5.61523,-54.13818,-23.83423,0.14031,-0.85000,0.92627,,0.20610,0.22879,-0.66422,0.68117,
118.84375,24.20044,-36.13281,-21.30127,-0.27149,-0.41890,0.90826,,0.20505,0.23166,-0.66320,0.68151,
118.85156,25.11597,-29.60205,-18.89038,-0.31319,-0.40787,0.90071,,0.20417,0.23416,-0.66208,0.68200,
118.85938,30.18188,-29.81567,-20.62988,-0.28842,-0.25289,0.82330,,0.20329,0.23682,-0.66070,0.68269,
118.86719,20.59937,-24.35303,-22.33887,-0.28253,-0.28697,0.96303,,0.20289,0.23918,-0.65965,0.68300,
118.87500,15.47241,-17.88330,-21.63696,-0.16701,-0.17515,0.98470,,0.20284,0.24115,-0.65876,0.68318,
118.88281,6.34766,-16.81519,-20.72144,-0.10790,-0.30438,0.96327,,0.20295,0.24290,-0.65828,0.68299,
118.89063,1.77002,-14.19067,-19.16504,-0.03653,-0.45250,0.97788,,0.20318,0.24440,-0.65800,0.68266,
118.89844,0.15259,-11.90186,-15.10620,0.01253,-0.44416,0.99784,,0.20335,0.24558,-0.65783,0.68235,
118.90625,0.06104,-11.68823,-12.69531,0.04711,-0.34852,1.03168,,0.20342,0.24664,-0.65770,0.68207,
118.91406,-6.62231,-6.83594,-8.85010,-0.02156,-0.34730,1.03630,,0.20364,0.24721,-0.65787,0.68163,
118.92188,-12.87842,-5.82886,-5.76782,-0.02107,-0.36667,1.01074,,0.20387,0.24751,-0.65837,0.68097,
118.92969,-15.16724,-4.08936,-4.60815,-0.01249,-0.36176,0.99395,,0.20417,0.24764,-0.65897,0.68025,
118.93750,-18.55469,1.06812,-2.56348,-0.04683,-0.37721,0.97788,,0.20465,0.24740,-0.65970,0.67949,
118.94531,-20.05005,4.33350,-1.03760,-0.10863,-0.41522,0.93625,,0.20523,0.24690,-0.66047,0.67874,
118.95313,-20.01953,5.43213,-0.76294,-0.14543,-0.43484,0.91653,,0.20584,0.24634,-0.66124,0.67802,
118.96094,-17.48657,4.88281,-1.46484,-0.20404,-0.45666,0.88878,,0.20642,0.24586,-0.66189,0.67738,
118.96875,-13.24463,2.71606,-3.05176,-0.20969,-0.47481,0.87637,,0.20689,0.24561,-0.66235,0.67688,
118.97656,-10.92529,1.52588,-3.57056,-0.20478,-0.47211,0.86395,,0.20730,0.24548,-0.66271,0.67645,
118.98438,-6.43921,-0.82397,-4.60815,-0.19203,-0.43263,0.86858,,0.20757,0.24556,-0.66289,0.67616,
118.99219,-2.99072,-2.68555,-5.92041,-0.17903,-0.41571,0.88270,,0.20776,0.24585,-0.66290,0.67598,
119.00000,-1.52588,-3.47900,-6.68335,-0.17412,-0.40738,0.88830,,0.20793,0.24622,-0.66285,0.67585,
119.00781,0.51880,-4.69971,-8.39233,-0.16578,-0.39438,0.90534,,0.20809,0.24676,-0.66269,0.67576,
119.01563,1.25122,-5.61523,-9.18579,-0.13095,-0.38997,0.91775,,0.20823,0.24739,-0.66249,0.67568,
119.02344,1.31226,-5.12695,-9.18579,-0.12899,-0.38089,0.92018,,0.20840,0.24800,-0.66229,0.67561,
119.03125,0.61035,-4.48608,-9.36890,-0.13292,-0.37157,0.92530,,0.20861,0.24858,-0.66210,0.67551,
119.03906,-0.82397,-3.63159,-9.64355,-0.12090,-0.37231,0.92651,,0.20890,0.24911,-0.66196,0.67537,
119.04688,-1.55640,-2.96021,-9.67407,-0.13243,-0.38016,0.92749,,0.20924,0.24960,-0.66184,0.67520,
119.05469,-2.53296,-2.22778,-9.82666,-0.15548,-0.37648,0.92140,,0.20963,0.25005,-0.66175,0.67499,
119.06250,-3.17383,-2.28882,-10.40649,-0.16578,-0.39928,0.90631,,0.21005,0.25051,-0.66169,0.67475,
119.07031,-3.35693,-2.34985,-10.71167,-0.17314,-0.40272,0.89852,,0.21049,0.25099,-0.66163,0.67450,
119.07813,-2.96021,-3.14331,-11.47461,-0.17706,-0.39977,0.90509,,0.21092,0.25154,-0.66155,0.67423,
119.08594,-2.77710,-4.02832,-12.35962,-0.15867,-0.39364,0.90509,,0.21135,0.25218,-0.66146,0.67395,
119.09375,-2.86865,-3.93677,-12.66479,-0.16284,-0.40541,0.90217,,0.21180,0.25283,-0.66137,0.67366,
119.10156,-2.50244,-4.24194,-13.33618,-0.16039,-0.40811,0.90461,,0.21226,0.25352,-0.66125,0.67337,
119.10938,-2.86865,-5.00488,-13.61084,-0.14027,-0.39977,0.90728,,0.21270,0.25426,-0.66116,0.67304,
119.11719,-3.32642,-4.94385,-13.58032,-0.13807,-0.39757,0.92043,,0.21315,0.25499,-0.66108,0.67270,
119.12500,-5.09644,-4.66919,-13.70239,-0.14273,-0.37991,0.93503,,0.21366,0.25568,-0.66108,0.67227,
119.13281,-8.42285,-4.57764,-14.77051,-0.15401,-0.37084,0.93990,,0.21427,0.25637,-0.66121,0.67169,
119.14063,-10.22339,-4.63867,-15.35034,-0.15744,-0.37501,0.93090,,0.21494,0.25706,-0.66141,0.67101,
119.14844,-13.79395,-5.00488,-16.02173,-0.12875,-0.38727,0.93479,,0.21569,0.25775,-0.66177,0.67016,
119.15625,-17.48657,-4.48608,-16.08276,-0.13439,-0.37918,0.94721,,0.21652,0.25836,-0.66228,0.66914,
119.16406,-19.43970,-4.97437,-16.08276,-0.13561,-0.37918,0.94063,,0.21737,0.25896,-0.66289,0.66803,
119.17188,-23.55957,-5.31006,-15.53345,-0.07994,-0.39928,0.95256,,0.21826,0.25950,-0.66370,0.66673,
119.17969,-25.26855,-4.45557,-15.41138,-0.08411,-0.39389,0.93114,,0.21920,0.25996,-0.66457,0.66537,
119.18750,-29.78516,-4.88281,-14.55688,-0.06375,-0.38114,0.94429,,0.22017,0.26034,-0.66567,0.66380,
119.19531,-35.24780,-0.70190,-14.55688,-0.18540,-0.37133,0.99127,,0.22142,0.26043,-0.66695,0.66206,
119.20313,-38.66577,-3.69263,-14.70947,-0.14297,-0.36054,0.97910,,0.22260,0.26062,-0.66842,0.66011,
119.21094,-45.68481,-2.89917,-15.53345,-0.12237,-0.36005,0.97788,,0.22398,0.26071,-0.67017,0.65783,
119.21875,-53.61938,-3.11279,-16.72363,-0.09809,-0.36814,0.96717,,0.22554,0.26073,-0.67224,0.65516,
119.22656,-58.01392,-2.50244,-16.90674,-0.09269,-0.36176,0.96619,,0.22722,0.26067,-0.67450,0.65229,
119.23438,-68.23730,-0.54932,-15.74707,-0.05002,-0.35735,0.99102,,0.22911,0.26030,-0.67718,0.64898,
119.24219,-79.16260,3.23486,-13.58032,-0.05541,-0.37476,0.98883,,0.23127,0.25949,-0.68031,0.64526,
119.25000,-84.07593,3.17383,-12.75635,-0.05835,-0.33773,0.99492,,0.23346,0.25856,-0.68365,0.64130,
119.25781,-96.92383,4.76074,-10.71167,-0.02843,-0.35465,0.98250,,0.23587,0.25725,-0.68753,0.63678,
119.26563,-110.38208,9.76563,-9.27734,-0.07135,-0.35686,0.98421,,0.23867,0.25543,-0.69191,0.63171,
119.27344,-117.76733,11.81030,-8.75854,-0.10888,-0.36250,0.98421,,0.24165,0.25335,-0.69654,0.62630,
119.28125,-134.67407,11.47461,-8.91113,-0.09515,-0.32817,1.00393,,0.24490,0.25100,-0.70185,0.62003,
119.28906,-157.19604,13.36670,-9.97925,-0.13709,-0.29114,0.98591,,0.24864,0.24823,-0.70798,0.61263,
119.29688,-171.14258,12.26807,-10.68115,-0.14861,-0.25558,0.99224,,0.25257,0.24526,-0.71462,0.60446,
119.30469,-203.70483,5.24902,-12.81738,-0.14248,-0.17760,1.04239,,0.25674,0.24209,-0.72257,0.59445,
119.31250,-245.84961,-4.27246,-13.85498,-0.16603,-0.14475,1.06673,,0.26113,0.23857,-0.73220,0.58204,
119.32031,-269.10400,-10.68115,-14.61792,-0.24206,-0.12562,1.16070,,0.26553,0.23485,-0.74264,0.56818,
119.32813,-315.42969,-34.57642,-18.28003,-0.35219,-0.27520,1.19940,,0.26948,0.23131,-0.75494,0.55130,
119.33594,-347.86987,-63.44604,-25.78735,-0.56606,-0.42650,1.23860,,0.27259,0.22849,-0.76849,0.53189,
119.34375,-357.94067,-78.97949,-32.22656,-0.59574,-0.43950,1.33232,,0.27510,0.22625,-0.78213,0.51129,
119.35156,-380.15747,-105.19409,-49.74365,-0.46697,-0.63322,1.49177,,0.27698,0.22529,-0.79622,0.48842,
119.35938,-405.48706,-96.89331,-59.66187,-0.22931,-1.28011,1.54533,,0.27984,0.22394,-0.81023,0.46376,
119.36719,-414.67285,-88.07373,-63.20190,-0.11746,-1.51822,1.99860,,0.28319,0.22212,-0.82361,0.43834,
119.37500,-429.10767,-58.44116,-68.32886,-0.51406,-1.67222,1.85132,,0.28829,0.21919,-0.83607,0.41210,
119.38281,-421.69189,-54.90112,-76.66016,-0.74364,-1.76663,1.70989,,0.29346,0.21658,-0.84740,0.38586,
119.39063,-411.74316,-61.61499,-84.96094,-0.69360,-1.63421,1.62712,,0.29806,0.21465,-0.85777,0.35960,
119.39844,-392.24243,-64.05640,-102.69165,-0.93789,-1.26761,1.55823,,0.30241,0.21404,-0.86679,0.33378,
119.40625,-371.03271,-88.13477,-118.16406,-1.00411,-0.94416,1.53486,,0.30515,0.21519,-0.87497,0.30824,
119.41406,-363.95264,-91.30859,-127.13623,-1.16991,-0.81787,1.48934,,0.30756,0.21695,-0.88231,0.28262,
119.42188,-345.58105,-100.34180,-138.82446,-0.95457,0.16129,1.47643,,0.30919,0.21984,-0.88868,0.25752,
119.42969,-336.45630,-112.82349,-124.23706,-0.18393,0.03549,1.11445,,0.30957,0.22220,-0.89476,0.23281,
119.43750,-309.26514,-105.19409,-122.28394,0.53176,-0.34705,1.44162,,0.30984,0.22477,-0.89970,0.20980,
119.44531,-193.02368,31.15845,-97.99194,0.31470,-3.81029,3.49426,,0.31617,0.22623,-0.90015,0.19644,
119.45313,81.29883,94.87915,-53.19214,-1.52825,-1.49321,2.96333,,0.32126,0.22972,-0.89618,0.20219,
119.46094,180.35889,57.34253,-39.79492,-1.23344,-0.11434,1.86763,,0.32254,0.23520,-0.89166,0.21354,
119.46875,217.68188,35.40039,-26.18408,-1.83312,-0.33528,1.73253,,0.32159,0.24100,-0.88714,0.22688,
119.47656,267.76123,-54.38232,-29.90723,-1.12797,0.00091,1.04215,,0.31432,0.24943,-0.88352,0.24161,
119.48438,279.90723,-70.58716,-31.06689,-0.87682,0.12230,0.77534,,0.30580,0.25839,-0.87969,0.25664,
119.49219,291.56494,-83.77075,-30.97534,-0.63891,0.14682,0.53872,,0.29614,0.26773,-0.87558,0.27199,
119.50000,294.52515,-85.57129,-27.22168,-0.46011,0.18581,0.39364,,0.28611,0.27682,-0.87115,0.28743,
119.50781,292.17529,-80.01709,-23.65112,-0.44220,0.15369,0.36126,,0.27625,0.28543,-0.86635,0.30276,
119.51563,287.35352,-66.22314,-15.16724,-0.49886,0.00361,0.35712,,0.26699,0.29303,-0.86120,0.31810,
119.52344,286.65161,-55.14526,-4.60815,-0.58666,-0.18153,0.42991,,0.25804,0.29963,-0.85574,0.33369,
119.53125,287.71973,-50.72021,1.83105,-0.64921,-0.27716,0.46082,,0.24907,0.30564,-0.84997,0.34944,
119.53906,293.60962,-46.60034,16.47949,-0.78116,-0.36912,0.55041,,0.23975,0.31066,-0.84395,0.36573,
119.54688,299.16382,-47.66846,33.84399,-0.86087,-0.49688,0.62100,,0.22970,0.31466,-0.83783,0.38246,
119.55469,302.61230,-48.73657,43.76221,-0.88859,-0.55745,0.66580,,0.21916,0.31801,-0.83147,0.39937,
119.56250,310.54688,-52.06299,66.34521,-0.92710,-0.66682,0.71497,,0.20753,0.32014,-0.82505,0.41681,
119.57031,316.98608,-56.21338,89.01978,-0.96364,-0.74529,0.74199,,0.19478,0.32103,-0.81858,0.43466,
119.57813,319.39697,-59.02100,99.60938,-0.96438,-0.76098,0.75124,,0.18139,0.32126,-0.81187,0.45250,
119.58594,320.40405,-62.71362,117.79785,-0.90846,-0.81003,0.76536,,0.16713,0.32043,-0.80512,0.47029,
119.59375,316.71143,-59.96704,131.98853,-0.79563,-0.86839,0.82768,,0.15255,0.31852,-0.79830,0.48784,
119.60156,313.99536,-54.84009,139.06860,-0.76350,-0.91351,0.87977,,0.13800,0.31583,-0.79122,0.50516,
119.60938,307.92236,-40.31372,152.98462,-0.81501,-1.09473,1.00320,,0.12379,0.31164,-0.78405,0.52231,
119.61719,305.41992,-33.69141,159.48486,-0.86774,-1.21856,1.05359,,0.10969,0.30666,-0.77662,0.53925,
119.62500,302.45972,-24.23096,172.05811,-1.05954,-1.46010,1.14609,,0.09560,0.30045,-0.76904,0.55603,
119.63281,300.56763,-25.72632,185.15015,-1.29476,-1.78992,1.20744,,0.08090,0.29337,-0.76137,0.57245,
119.64063,301.36108,-29.90723,193.11523,-1.45516,-1.96452,1.25418,,0.06558,0.28585,-0.75339,0.58855,
119.64844,305.29785,-50.62866,211.36475,-1.65089,-2.29508,1.24955,,0.04833,0.27802,-0.74522,0.60416,
119.65625,308.59375,-78.09448,233.21533,-1.73992,-2.51455,1.19113,,0.02868,0.27000,-0.73690,0.61907,
119.66406,307.98340,-92.74292,244.93408,-1.70166,-2.61852,1.13076,,0.00780,0.26181,-0.72829,0.63324,
119.67188,302.39868,-112.82349,269.37866,-1.67419,-2.84584,0.95792,,-0.01503,0.25305,-0.71978,0.64627,
119.67969,292.69409,-127.71606,292.51099,-1.76003,-3.04913,0.69671,,-0.03943,0.24361,-0.71146,0.65797,
119.68750,285.88867,-136.13892,302.88696,-1.82772,-3.12809,0.55893,,-0.06455,0.23384,-0.70298,0.66856,
119.69531,266.63208,-158.23364,319.30542,-1.82282,-3.28527,0.21009,,-0.09109,0.22418,-0.69491,0.67716,
119.70313,240.81421,-175.04883,331.32935,-1.52604,-3.31985,-0.19450,,-0.11847,0.21473,-0.68746,0.68356,
119.71094,224.79248,-175.17090,337.49390,-1.25306,-3.18915,-0.39509,,-0.14575,0.20498,-0.68024,0.68849,
119.71875,174.16382,-146.33179,354.43115,-0.73554,-2.66904,-0.69817,,-0.17160,0.19351,-0.67533,0.69068,
119.72656,101.22681,-92.77344,374.90845,-0.71764,-2.30488,-0.93990,,-0.19482,0.17930,-0.67424,0.68942,
119.73438,69.45801,-64.88037,380.18799,-0.85057,-1.57560,-0.67115,,-0.21648,0.16383,-0.67461,0.68644,
119.74219,-46.60034,-50.41504,383.51440,1.55625,-2.75879,-1.11006,,-0.23599,0.14942,-0.68013,0.67779,
119.75000,-70.70923,160.06470,396.17920,1.77552,-3.13348,-0.62416,,-0.24587,0.12502,-0.68973,0.66947,
119.75781,-78.67432,243.25562,395.29419,1.37107,-3.01774,-0.79384,,-0.25150,0.09686,-0.70048,0.66083,
119.76563,-99.73145,338.59253,371.39893,-0.14371,-2.82622,-0.69233,,-0.25118,0.06563,-0.71284,0.65151,
119.77344,-113.55591,260.55908,299.46899,-0.83463,-2.88875,-0.49953,,-0.25118,0.04145,-0.72346,0.64172,
119.78125,-114.62402,192.04712,253.32642,-0.84788,-2.91720,-0.31719,,-0.25237,0.02254,-0.73232,0.63206,
