Gait Up - Physilog data export
Created on: 2020-07-20 10:39:04
Total data points: 10810

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
82.73438,2.19727,-7.99561,-3.29590,0.12707,0.88248,0.35250,,0.60800,0.36416,0.06544,0.70246,
82.74219,2.74658,-7.96509,-3.47900,0.12780,0.88101,0.34957,,0.60814,0.36465,0.06535,0.70209,
82.75000,3.17383,-7.96509,-3.66211,0.12780,0.88297,0.35250,,0.60827,0.36516,0.06529,0.70172,
82.75781,3.26538,-7.99561,-3.87573,0.12829,0.88542,0.35809,,0.60841,0.36567,0.06524,0.70133,
82.76563,3.02124,-7.99561,-4.11987,0.11824,0.88640,0.35955,,0.60857,0.36617,0.06518,0.70094,
82.77344,2.86865,-8.33130,-4.48608,0.11333,0.89302,0.36029,,0.60876,0.36668,0.06511,0.70052,
82.78125,2.65503,-8.33130,-4.57764,0.11064,0.89425,0.35834,,0.60895,0.36718,0.06503,0.70010,
82.78906,2.16675,-8.39233,-4.79126,0.11113,0.89597,0.35712,,0.60916,0.36766,0.06493,0.69967,
82.79688,2.13623,-8.20923,-4.66919,0.11064,0.90038,0.35639,,0.60937,0.36813,0.06484,0.69925,
82.80469,2.28882,-8.05664,-4.63867,0.11579,0.89817,0.35590,,0.60957,0.36860,0.06475,0.69883,
82.81250,2.56348,-7.78198,-4.54712,0.12388,0.89450,0.36126,,0.60976,0.36907,0.06469,0.69842,
82.82031,2.53296,-7.75146,-4.48608,0.13099,0.88935,0.36126,,0.60995,0.36953,0.06463,0.69802,
82.82813,2.47192,-7.53784,-4.51660,0.13516,0.88518,0.36004,,0.61014,0.36998,0.06457,0.69762,
82.83594,2.41089,-7.08008,-4.66919,0.13516,0.87512,0.35347,,0.61033,0.37041,0.06454,0.69722,
82.84375,2.62451,-6.74438,-4.60815,0.13345,0.87365,0.35639,,0.61052,0.37083,0.06452,0.69684,
82.85156,2.50244,-6.25610,-4.54712,0.12805,0.87831,0.35517,,0.61070,0.37122,0.06452,0.69647,
82.85938,2.44141,-6.28662,-4.45557,0.12535,0.87905,0.35517,,0.61088,0.37162,0.06451,0.69610,
82.86719,1.98364,-6.22559,-4.42505,0.12094,0.87880,0.35542,,0.61107,0.37199,0.06449,0.69574,
82.87500,1.55640,-6.04248,-4.24194,0.11750,0.88150,0.35907,,0.61126,0.37233,0.06444,0.69540,
82.88281,1.37329,-5.98145,-4.24194,0.10990,0.88150,0.35980,,0.61146,0.37266,0.06439,0.69505,
82.89063,1.19019,-6.04248,-3.99780,0.10328,0.88518,0.36029,,0.61165,0.37299,0.06432,0.69471,
82.89844,1.19019,-6.56128,-3.69263,0.09935,0.88763,0.36102,,0.61183,0.37334,0.06423,0.69438,
82.90625,1.00708,-6.80542,-3.54004,0.10205,0.88763,0.35469,,0.61200,0.37370,0.06411,0.69404,
82.91406,1.12915,-6.98853,-3.26538,0.10205,0.88738,0.35615,,0.61216,0.37408,0.06398,0.69371,
82.92188,1.22070,-7.29370,-3.02124,0.10696,0.89057,0.35785,,0.61231,0.37447,0.06384,0.69338,
82.92969,1.19019,-7.17163,-2.96021,0.11088,0.89033,0.35761,,0.61245,0.37486,0.06369,0.69306,
82.93750,1.55640,-7.14111,-2.83813,0.11726,0.89327,0.35079,,0.61258,0.37526,0.06357,0.69274,
82.94531,1.80054,-6.68335,-2.56348,0.11824,0.89499,0.34982,,0.61269,0.37565,0.06347,0.69244,
82.95313,1.40381,-6.28662,-2.56348,0.12265,0.89597,0.34811,,0.61280,0.37600,0.06336,0.69216,
82.96094,1.12915,-6.16455,-2.47192,0.12192,0.89229,0.34787,,0.61292,0.37634,0.06325,0.69188,
82.96875,0.76294,-5.76782,-2.59399,0.12609,0.88763,0.34544,,0.61305,0.37665,0.06313,0.69161,
82.97656,1.06812,-5.27954,-2.53296,0.12707,0.88346,0.34617,,0.61317,0.37694,0.06305,0.69135,
82.98438,1.64795,-5.09644,-2.41089,0.12952,0.88223,0.34641,,0.61326,0.37725,0.06301,0.69110,
82.99219,2.41089,-4.85229,-2.38037,0.12928,0.88469,0.34471,,0.61334,0.37758,0.06300,0.69085,
83.00000,2.59399,-4.33350,-2.13623,0.13271,0.88935,0.34276,,0.61339,0.37790,0.06302,0.69063,
83.00781,2.53296,-3.99780,-2.07520,0.12928,0.89278,0.34617,,0.61344,0.37819,0.06306,0.69042,
83.01563,2.22778,-3.32642,-1.64795,0.13688,0.88567,0.34324,,0.61348,0.37845,0.06309,0.69024,
83.02344,2.41089,-2.44141,-1.12915,0.14031,0.88567,0.34178,,0.61349,0.37867,0.06316,0.69011,
83.03125,2.80762,-1.86157,-0.88501,0.14228,0.88223,0.34349,,0.61347,0.37888,0.06326,0.69000,
83.03906,3.41797,-1.06812,-0.48828,0.13762,0.87831,0.34982,,0.61341,0.37908,0.06341,0.68993,
83.04688,3.78418,0.03052,-0.03052,0.13590,0.87463,0.35006,,0.61331,0.37925,0.06362,0.68990,
83.05469,3.81470,0.82397,0.27466,0.13590,0.87243,0.35055,,0.61320,0.37938,0.06385,0.68991,
83.06250,3.78418,1.40381,0.48828,0.12977,0.86924,0.34787,,0.61308,0.37949,0.06410,0.68994,
83.07031,4.08936,2.25830,0.85449,0.12829,0.86850,0.35103,,0.61292,0.37957,0.06438,0.69000,
83.07813,4.73022,2.92969,1.25122,0.12388,0.86948,0.35298,,0.61273,0.37964,0.06472,0.69010,
83.08594,4.76074,3.11279,1.25122,0.12192,0.87267,0.35590,,0.61254,0.37971,0.06507,0.69020,
83.09375,5.18799,3.29590,1.49536,0.11848,0.87439,0.35469,,0.61232,0.37979,0.06544,0.69032,
83.10156,5.24902,3.32642,1.43433,0.11014,0.87831,0.35566,,0.61211,0.37987,0.06581,0.69043,
83.10938,5.40161,3.41797,1.46484,0.10965,0.88076,0.35809,,0.61189,0.37995,0.06620,0.69054,
83.11719,5.88989,3.57056,1.58691,0.10573,0.88199,0.35590,,0.61165,0.38004,0.06661,0.69066,
83.12500,6.16455,3.72314,1.73950,0.10573,0.88371,0.35201,,0.61139,0.38014,0.06703,0.69079,
83.13281,6.37817,3.90625,1.67847,0.10696,0.88640,0.34957,,0.61113,0.38024,0.06748,0.69092,
83.14063,6.28662,3.99780,1.58691,0.10328,0.88714,0.35103,,0.61088,0.38033,0.06793,0.69105,
83.14844,6.16455,3.87573,1.40381,0.10745,0.88714,0.35177,,0.61064,0.38043,0.06837,0.69117,
83.15625,6.40869,3.60107,1.40381,0.11235,0.88886,0.34641,,0.61040,0.38054,0.06881,0.69128,
83.16406,6.59180,3.57056,1.15967,0.11186,0.88812,0.34398,,0.61016,0.38066,0.06926,0.69138,
83.17188,7.08008,3.60107,0.94604,0.11677,0.89008,0.34763,,0.60991,0.38080,0.06975,0.69147,
83.17969,7.41577,3.44849,0.94604,0.11554,0.89572,0.34787,,0.60966,0.38096,0.07024,0.69155,
83.18750,7.44629,3.47900,0.88501,0.11088,0.89499,0.34617,,0.60941,0.38112,0.07074,0.69163,
83.19531,7.08008,3.17383,0.64087,0.11235,0.89597,0.34763,,0.60919,0.38128,0.07122,0.69170,
83.20313,6.59180,2.77710,0.45776,0.10622,0.89474,0.34811,,0.60899,0.38143,0.07166,0.69174,
83.21094,6.34766,2.56348,0.30518,0.10499,0.89646,0.34398,,0.60880,0.38159,0.07208,0.69178,
83.21875,6.25610,2.16675,0.03052,0.10230,0.89964,0.34203,,0.60863,0.38176,0.07249,0.69180,
83.22656,6.13403,1.40381,-0.12207,0.09935,0.89842,0.34081,,0.60847,0.38195,0.07287,0.69179,
83.23438,5.98145,1.12915,-0.24414,0.10181,0.90087,0.34008,,0.60832,0.38216,0.07323,0.69176,
83.24219,5.92041,0.57983,-0.33569,0.09837,0.90161,0.34300,,0.60818,0.38238,0.07357,0.69172,
83.25000,5.95093,-0.12207,-0.64087,0.10426,0.89915,0.34982,,0.60806,0.38264,0.07389,0.69165,
83.25781,5.95093,-0.64087,-0.70190,0.10548,0.89425,0.34982,,0.60795,0.38293,0.07418,0.69157,
83.26563,6.07300,-0.76294,-0.82397,0.10279,0.89180,0.34714,,0.60783,0.38322,0.07449,0.69147,
83.27344,5.85938,-1.25122,-1.00708,0.10082,0.88812,0.35493,,0.60774,0.38353,0.07476,0.69136,
83.28125,5.40161,-1.55640,-0.88501,0.10058,0.88567,0.35396,,0.60765,0.38383,0.07500,0.69124,
83.28906,5.27954,-1.67847,-0.88501,0.10181,0.88395,0.35152,,0.60757,0.38413,0.07523,0.69112,
83.29688,5.12695,-1.86157,-0.79346,0.10132,0.87807,0.35761,,0.60748,0.38444,0.07544,0.69100,
83.30469,5.34058,-2.22778,-0.94604,0.10450,0.87684,0.35882,,0.60740,0.38477,0.07565,0.69087,
83.31250,5.37109,-2.47192,-0.88501,0.10328,0.88125,0.35761,,0.60732,0.38511,0.07585,0.69073,
83.32031,5.24902,-2.59399,-1.06812,0.09886,0.88003,0.36029,,0.60725,0.38545,0.07604,0.69058,
83.32813,5.09644,-2.96021,-1.12915,0.09960,0.88420,0.36150,,0.60719,0.38580,0.07621,0.69041,
83.33594,4.94385,-3.26538,-1.22070,0.09886,0.88003,0.35931,,0.60713,0.38616,0.07637,0.69024,
83.34375,4.82178,-3.72314,-1.28174,0.09641,0.88591,0.36150,,0.60709,0.38654,0.07650,0.69005,
83.35156,4.66919,-4.24194,-1.34277,0.10033,0.88420,0.35736,,0.60706,0.38694,0.07661,0.68985,
83.35938,4.94385,-4.73022,-1.28174,0.10181,0.89008,0.36467,,0.60702,0.38736,0.07670,0.68964,
83.36719,4.97437,-5.09644,-1.28174,0.10303,0.89548,0.36369,,0.60697,0.38781,0.07678,0.68941,
83.37500,4.69971,-5.37109,-1.19019,0.11309,0.89768,0.36321,,0.60694,0.38826,0.07684,0.68918,
83.38281,4.54712,-5.40161,-1.28174,0.11530,0.89621,0.36345,,0.60691,0.38871,0.07689,0.68895,
83.39063,4.24194,-5.34058,-1.40381,0.11971,0.89989,0.36053,,0.60689,0.38913,0.07693,0.68872,
83.39844,3.84521,-5.00488,-1.64795,0.12118,0.90283,0.35712,,0.60690,0.38953,0.07697,0.68849,
83.40625,3.47900,-4.88281,-1.80054,0.12167,0.89621,0.36077,,0.60692,0.38990,0.07701,0.68826,
83.41406,3.20435,-4.94385,-2.01416,0.11947,0.89131,0.36004,,0.60696,0.39026,0.07703,0.68801,
83.42188,2.71606,-4.73022,-2.50244,0.11750,0.88640,0.35274,,0.60703,0.39060,0.07705,0.68776,
83.42969,2.53296,-4.88281,-2.77710,0.11382,0.88027,0.35761,,0.60712,0.39092,0.07707,0.68749,
83.43750,2.65503,-4.82178,-2.83813,0.11113,0.88395,0.35858,,0.60721,0.39125,0.07709,0.68722,
83.44531,2.83813,-5.24902,-3.11279,0.10769,0.88812,0.36004,,0.60732,0.39161,0.07712,0.68692,
83.45313,2.68555,-5.52368,-3.08228,0.10843,0.88787,0.36564,,0.60742,0.39197,0.07712,0.68662,
83.46094,2.56348,-5.73730,-3.23486,0.11554,0.88665,0.36832,,0.60754,0.39234,0.07711,0.68631,
83.46875,2.38037,-5.70679,-3.05176,0.11554,0.88616,0.36564,,0.60765,0.39269,0.07710,0.68601,
83.47656,2.07520,-5.61523,-3.02124,0.12192,0.88125,0.36686,,0.60777,0.39303,0.07706,0.68571,
83.48438,1.95313,-4.97437,-2.77710,0.12265,0.88272,0.36588,,0.60788,0.39334,0.07705,0.68544,
83.49219,1.58691,-4.88281,-2.65503,0.11922,0.88248,0.37270,,0.60799,0.39363,0.07702,0.68518,
83.50000,1.34277,-4.88281,-2.44141,0.12020,0.87758,0.36686,,0.60809,0.39391,0.07697,0.68493,
83.50781,0.76294,-4.91333,-2.22778,0.11799,0.88125,0.37100,,0.60821,0.39417,0.07688,0.68469,
83.51563,0.39673,-5.06592,-2.10571,0.11505,0.88076,0.37075,,0.60832,0.39442,0.07677,0.68446,
83.52344,-0.09155,-4.88281,-2.07520,0.10548,0.88174,0.36613,,0.60845,0.39464,0.07664,0.68423,
83.53125,-0.09155,-5.43213,-2.07520,0.10132,0.88567,0.36369,,0.60858,0.39488,0.07650,0.68399,
83.53906,0.00000,-5.70679,-2.04468,0.09886,0.88861,0.36126,,0.60871,0.39515,0.07634,0.68374,
83.54688,-0.36621,-6.22559,-2.04468,0.09543,0.88861,0.36540,,0.60886,0.39542,0.07614,0.68348,
83.55469,-1.06812,-6.71387,-2.16675,0.09420,0.89376,0.36321,,0.60902,0.39569,0.07590,0.68320,
83.56250,-1.61743,-7.23267,-2.34985,0.09322,0.89351,0.36199,,0.60922,0.39595,0.07561,0.68290,
83.57031,-2.01416,-7.41577,-2.41089,0.09518,0.89597,0.36345,,0.60943,0.39621,0.07530,0.68260,
83.57813,-2.41089,-7.75146,-2.44141,0.09764,0.89744,0.36613,,0.60965,0.39646,0.07496,0.68229,
83.58594,-2.74658,-8.23975,-2.44141,0.10622,0.89989,0.36759,,0.60988,0.39673,0.07458,0.68197,
83.59375,-3.05176,-8.30078,-2.47192,0.10598,0.90063,0.36613,,0.61013,0.39698,0.07418,0.68165,
83.60156,-3.14331,-8.54492,-2.59399,0.10818,0.89793,0.36783,,0.61038,0.39724,0.07378,0.68132,
83.60938,-3.29590,-8.75854,-2.74658,0.11137,0.90308,0.36077,,0.61064,0.39751,0.07336,0.68097,
83.61719,-3.38745,-8.81958,-2.77710,0.11186,0.90308,0.35566,,0.61091,0.39777,0.07294,0.68062,
83.62500,-3.78418,-8.75854,-2.74658,0.11750,0.90479,0.35444,,0.61119,0.39802,0.07250,0.68028,
83.63281,-4.30298,-8.60596,-2.80762,0.11775,0.90847,0.34690,,0.61148,0.39823,0.07204,0.67993,
83.64063,-4.48608,-8.54492,-2.86865,0.11628,0.91362,0.34690,,0.61178,0.39844,0.07158,0.67959,
83.64844,-5.21851,-8.17871,-2.96021,0.11750,0.90994,0.34422,,0.61211,0.39859,0.07110,0.67926,
83.65625,-5.61523,-8.23975,-3.05176,0.11603,0.89817,0.34641,,0.61244,0.39873,0.07060,0.67893,
83.66406,-5.52368,-8.23975,-3.17383,0.11579,0.89229,0.35177,,0.61278,0.39888,0.07012,0.67858,
83.67188,-5.27954,-8.36182,-3.29590,0.11039,0.88738,0.35201,,0.61312,0.39904,0.06964,0.67823,
83.67969,-4.73022,-8.69751,-3.44849,0.10548,0.88199,0.35785,,0.61346,0.39923,0.06917,0.67786,
83.68750,-4.33350,-9.12476,-3.63159,0.09911,0.88076,0.35834,,0.61379,0.39946,0.06872,0.67747,
83.69531,-4.39453,-9.27734,-3.60107,0.10279,0.88297,0.36540,,0.61412,0.39970,0.06825,0.67708,
83.70313,-4.94385,-9.52148,-3.78418,0.10230,0.87537,0.37100,,0.61448,0.39992,0.06775,0.67667,
83.71094,-4.85229,-9.24683,-3.87573,0.10279,0.87046,0.37051,,0.61484,0.40014,0.06727,0.67627,
83.71875,-4.60815,-9.12476,-3.93677,0.10401,0.87169,0.37027,,0.61519,0.40035,0.06680,0.67587,
83.72656,-3.93677,-8.60596,-4.21143,0.10941,0.87218,0.37173,,0.61553,0.40057,0.06640,0.67546,
83.73438,-3.69263,-7.90405,-4.27246,0.10499,0.87095,0.37100,,0.61587,0.40077,0.06604,0.67507,
83.74219,-3.81470,-7.62939,-4.27246,0.10671,0.86752,0.37221,,0.61621,0.40095,0.06568,0.67469,
83.75000,-4.11987,-7.01904,-4.02832,0.10205,0.86777,0.37002,,0.61654,0.40109,0.06533,0.67434,
83.75781,-4.42505,-6.56128,-3.78418,0.09592,0.86826,0.37173,,0.61687,0.40119,0.06498,0.67401,
83.76563,-4.63867,-6.74438,-3.57056,0.09616,0.86115,0.36126,,0.61720,0.40130,0.06461,0.67368,
83.77344,-4.73022,-6.59180,-3.29590,0.09837,0.85551,0.34495,,0.61751,0.40140,0.06423,0.67338,
83.78125,-3.96729,-6.28662,-3.08228,0.08783,0.86458,0.34690,,0.61779,0.40151,0.06389,0.67308,
83.78906,-3.41797,-6.46973,-3.08228,0.08537,0.87488,0.33935,,0.61806,0.40166,0.06357,0.67278,
83.79688,-3.35693,-6.46973,-2.92969,0.08366,0.88125,0.33545,,0.61832,0.40181,0.06325,0.67248,
83.80469,-3.29590,-5.98145,-2.50244,0.08856,0.89302,0.33959,,0.61855,0.40194,0.06294,0.67221,
83.81250,-5.34058,-3.93677,-2.07520,0.10033,0.90136,0.35177,,0.61882,0.40190,0.06261,0.67203,
83.82031,-6.46973,-2.71606,-1.89209,0.11137,0.89891,0.35103,,0.61910,0.40175,0.06228,0.67189,
83.82813,-6.98853,0.33569,-1.64795,0.13516,0.89327,0.35931,,0.61936,0.40144,0.06204,0.67185,
83.83594,-6.34766,3.26538,-1.00708,0.15993,0.87733,0.36418,,0.61957,0.40103,0.06194,0.67191,
83.84375,-6.01196,4.69971,-0.54932,0.17661,0.87390,0.36102,,0.61975,0.40057,0.06190,0.67203,
83.85156,-5.92041,8.88062,0.85449,0.19771,0.85354,0.36102,,0.61983,0.39993,0.06200,0.67233,
83.85938,-6.86646,12.72583,2.83813,0.22346,0.83098,0.35347,,0.61984,0.39907,0.06217,0.67281,
83.86719,-7.38525,14.46533,4.15039,0.23278,0.81578,0.35274,,0.61979,0.39813,0.06235,0.67340,
83.87500,-8.20923,18.00537,7.23267,0.24406,0.81652,0.35590,,0.61960,0.39700,0.06255,0.67422,
83.88281,-8.60596,20.99609,11.04736,0.22763,0.82853,0.36467,,0.61924,0.39572,0.06276,0.67528,
83.89063,-8.39233,21.60645,14.06860,0.18937,0.85256,0.35639,,0.61872,0.39445,0.06293,0.67649,
83.89844,-8.02612,21.24023,15.38086,0.16558,0.87046,0.35274,,0.61814,0.39320,0.06306,0.67773,
83.90625,-8.23975,19.95850,17.24243,0.11113,0.90479,0.36102,,0.61748,0.39202,0.06309,0.67901,
83.91406,-9.03320,16.93726,18.31055,0.08881,0.93496,0.36102,,0.61681,0.39094,0.06292,0.68026,
83.92188,-9.46045,16.11328,18.64624,0.08267,0.94575,0.36102,,0.61613,0.38988,0.06269,0.68150,
83.92969,-9.03320,14.43481,18.98193,0.07434,0.95997,0.34884,,0.61543,0.38892,0.06240,0.68271,
83.93750,-7.96509,13.70239,19.31763,0.04417,0.97002,0.34617,,0.61469,0.38804,0.06213,0.68390,
83.94531,-8.39233,14.19067,19.13452,0.03828,0.96683,0.38244,,0.61396,0.38712,0.06185,0.68510,
83.95313,-9.15527,7.87354,17.79175,0.12167,0.99332,0.34178,,0.61334,0.38646,0.06132,0.68608,
83.96094,-5.58472,11.16943,14.37378,0.10401,0.98547,0.35469,,0.61277,0.38577,0.06117,0.68699,
83.96875,-3.44849,11.07788,12.35962,0.07237,0.98302,0.36491,,0.61224,0.38517,0.06118,0.68779,
83.97656,-6.62231,8.30078,9.15527,0.06919,1.00018,0.32231,,0.61196,0.38455,0.06101,0.68841,
83.98438,-14.25171,8.91113,8.48389,0.08145,1.02863,0.30137,,0.61190,0.38359,0.06052,0.68904,
83.99219,-20.14160,9.94873,6.95801,0.07752,1.02176,0.32109,,0.61206,0.38232,0.05984,0.68966,
84.00000,-23.19336,10.19287,5.76782,0.06820,0.99871,0.33497,,0.61236,0.38091,0.05906,0.69025,
84.00781,-28.22876,9.42993,3.11279,0.06403,0.95384,0.34787,,0.61291,0.37931,0.05807,0.69072,
84.01563,-27.58789,8.11768,0.42725,0.04196,0.92147,0.35493,,0.61357,0.37779,0.05713,0.69104,
84.02344,-25.29907,6.13403,-0.67139,0.03362,0.90994,0.34787,,0.61424,0.37645,0.05624,0.69126,
84.03125,-21.60645,3.29590,-3.11279,0.01915,0.90234,0.34811,,0.61493,0.37538,0.05547,0.69128,
84.03906,-20.44678,0.48828,-5.31006,-0.00366,0.90014,0.36345,,0.61571,0.37449,0.05469,0.69114,
84.04688,-20.99609,-1.09863,-6.34766,-0.00391,0.89695,0.36613,,0.61655,0.37364,0.05385,0.69091,
84.05469,-21.97266,-3.84521,-8.33130,-0.00685,0.87905,0.36150,,0.61752,0.37288,0.05290,0.69053,
84.06250,-22.06421,-6.25610,-10.49805,-0.00145,0.85992,0.34884,,0.61860,0.37221,0.05189,0.69000,
84.07031,-20.78247,-8.14819,-11.71875,0.00787,0.85281,0.35250,,0.61972,0.37169,0.05090,0.68936,
84.07813,-18.28003,-11.68823,-13.51929,0.01130,0.83760,0.34860,,0.62086,0.37142,0.04991,0.68854,
84.08594,-15.31982,-15.80811,-15.35034,0.02945,0.84177,0.34690,,0.62203,0.37147,0.04894,0.68753,
84.09375,-14.34326,-18.58521,-16.72363,0.02945,0.84594,0.33959,,0.62324,0.37169,0.04793,0.68639,
84.10156,-14.19067,-20.69092,-16.93726,0.02724,0.84521,0.34836,,0.62446,0.37200,0.04685,0.68518,
84.10938,-14.28223,-25.90942,-17.33398,0.02062,0.85747,0.33594,,0.62572,0.37256,0.04555,0.68381,
84.11719,-15.38086,-30.15137,-17.30347,-0.01347,0.85134,0.33570,,0.62701,0.37326,0.04401,0.68234,
84.12500,-15.74707,-33.41675,-17.42554,-0.01666,0.85183,0.32523,,0.62833,0.37410,0.04233,0.68078,
84.13281,-15.68604,-39.09302,-17.48657,-0.00906,0.84643,0.30503,,0.62966,0.37520,0.04040,0.67906,
84.14063,-14.52637,-43.73169,-17.79175,0.00591,0.85600,0.30308,,0.63097,0.37656,0.03833,0.67721,
84.14844,-13.30566,-46.47827,-17.91382,0.02921,0.86973,0.30381,,0.63226,0.37809,0.03621,0.67526,
84.15625,-10.98633,-50.78125,-18.00537,0.08194,0.89057,0.28336,,0.63350,0.37992,0.03401,0.67319,
84.16406,-9.67407,-52.88696,-18.09692,0.13639,0.90283,0.27654,,0.63470,0.38190,0.03177,0.67104,
84.17188,-9.94873,-52.82593,-17.97485,0.15405,0.90381,0.27362,,0.63589,0.38386,0.02953,0.66889,
84.17969,-11.81030,-52.21558,-17.42554,0.17146,0.89768,0.28774,,0.63710,0.38571,0.02721,0.66678,
84.18750,-14.98413,-51.91040,-17.02881,0.18324,0.86703,0.26656,,0.63836,0.38740,0.02474,0.66468,
84.19531,-17.05933,-50.41504,-16.23535,0.16925,0.84177,0.24758,,0.63963,0.38893,0.02223,0.66266,
84.20313,-17.12036,-49.68262,-15.71655,0.15503,0.83736,0.24344,,0.64087,0.39041,0.01973,0.66066,
84.21094,-14.70947,-48.76709,-14.03809,0.15233,0.85305,0.24198,,0.64195,0.39196,0.01733,0.65876,
84.21875,-10.74219,-47.45483,-12.42065,0.15258,0.87512,0.24076,,0.64285,0.39362,0.01513,0.65694,
84.22656,-8.51440,-46.75293,-11.65771,0.15773,0.88444,0.23711,,0.64365,0.39535,0.01304,0.65517,
84.23438,-4.11987,-44.31152,-10.34546,0.17024,0.90479,0.22469,,0.64426,0.39715,0.01122,0.65351,
84.24219,-1.28174,-41.25977,-9.39941,0.18839,0.91828,0.22396,,0.64475,0.39894,0.00963,0.65196,
84.25000,-0.33569,-39.82544,-9.09424,0.20040,0.92637,0.22055,,0.64518,0.40071,0.00814,0.65046,
84.25781,2.04468,-35.76660,-8.20923,0.20923,0.91411,0.21763,,0.64551,0.40240,0.00690,0.64911,
84.26563,4.94385,-33.23364,-7.72095,0.21291,0.90676,0.21155,,0.64573,0.40410,0.00590,0.64784,
84.27344,5.88989,-31.95190,-7.65991,0.21144,0.90725,0.20716,,0.64592,0.40579,0.00498,0.64660,
84.28125,5.67627,-29.78516,-7.41577,0.18422,0.92245,0.21715,,0.64610,0.40737,0.00415,0.64544,
84.28906,4.42505,-27.13013,-7.01904,0.16729,0.92613,0.21642,,0.64630,0.40877,0.00338,0.64436,
84.29688,5.37109,-23.83423,-6.16455,0.10279,0.92147,0.23248,,0.64643,0.41007,0.00276,0.64341,
84.30469,6.28662,-24.50562,-6.40869,0.08243,0.92343,0.22591,,0.64654,0.41143,0.00217,0.64242,
84.31250,8.69751,-25.81787,-7.38525,0.05741,0.93692,0.25439,,0.64663,0.41296,0.00165,0.64136,
84.32031,6.62231,-23.86475,-9.06372,0.02700,0.94256,0.28993,,0.64684,0.41430,0.00117,0.64027,
84.32813,5.82886,-23.89526,-10.46753,0.01964,0.93569,0.29091,,0.64714,0.41561,0.00070,0.63912,
84.33594,9.21631,-24.96338,-13.73291,0.03019,0.93275,0.26875,,0.64749,0.41712,0.00043,0.63779,
84.34375,15.28931,-23.37646,-16.87622,0.02945,0.96438,0.28945,,0.64779,0.41882,0.00057,0.63636,
84.35156,16.11328,-21.63696,-18.21899,0.01694,0.98498,0.32645,,0.64813,0.42048,0.00087,0.63492,
84.35938,10.83374,-18.09692,-20.50781,0.02724,0.98596,0.42309,,0.64871,0.42175,0.00116,0.63348,
84.36719,3.93677,-14.89258,-23.16284,0.10132,0.93324,0.49320,,0.64961,0.42257,0.00137,0.63201,
84.37500,4.15039,-13.45825,-25.02441,0.15527,0.90627,0.48638,,0.65058,0.42333,0.00170,0.63051,
84.38281,16.20483,-10.04028,-30.51758,0.27693,0.91313,0.43794,,0.65142,0.42449,0.00285,0.62885,
84.39063,30.15137,-1.28174,-36.16333,0.27055,0.99602,0.42163,,0.65210,0.42589,0.00516,0.62718,
84.39844,27.64893,6.28662,-38.81836,0.16533,1.05119,0.46423,,0.65296,0.42684,0.00778,0.62561,
84.40625,20.26367,8.14819,-38.20801,0.10843,1.04359,0.46448,,0.65400,0.42738,0.01015,0.62412,
84.41406,7.23267,9.85718,-35.85815,0.01351,0.99700,0.44987,,0.65531,0.42726,0.01197,0.62279,
84.42188,6.04248,6.31714,-34.02710,-0.08018,0.95384,0.44062,,0.65658,0.42724,0.01354,0.62143,
84.42969,9.49097,2.16675,-33.23364,-0.11403,0.93447,0.44549,,0.65772,0.42754,0.01504,0.61999,
84.43750,18.95142,-4.51660,-32.25708,-0.17240,0.94060,0.49442,,0.65855,0.42855,0.01661,0.61837,
84.44531,24.29199,-14.73999,-29.47998,-0.12237,0.97836,0.51803,,0.65911,0.43022,0.01787,0.61658,
84.45313,25.78735,-16.35742,-28.01514,-0.08803,0.99479,0.52631,,0.65956,0.43203,0.01908,0.61479,
84.46094,25.87891,-16.44897,-26.36719,0.00468,0.98302,0.56234,,0.65993,0.43385,0.02023,0.61307,
84.46875,21.88110,-16.57104,-26.18408,0.15061,0.94305,0.57913,,0.66041,0.43549,0.02120,0.61136,
84.47656,18.55469,-14.55688,-26.00098,0.20580,0.92466,0.58059,,0.66096,0.43690,0.02211,0.60972,
84.48438,9.55200,-9.21631,-24.35303,0.28232,0.88150,0.57719,,0.66171,0.43767,0.02284,0.60833,
84.49219,1.64795,-3.50952,-22.64404,0.31347,0.80842,0.54943,,0.66261,0.43786,0.02344,0.60719,
84.50000,-1.25122,0.79346,-21.27075,0.34757,0.73216,0.51292,,0.66352,0.43774,0.02407,0.60625,
84.50781,-1.70898,2.86865,-20.99609,0.35124,0.71328,0.48906,,0.66444,0.43751,0.02476,0.60538,
84.51563,-0.18311,6.77490,-20.81299,0.32230,0.67797,0.44500,,0.66529,0.43720,0.02569,0.60464,
84.52344,1.09863,11.32202,-20.72144,0.26442,0.64118,0.43599,,0.66609,0.43674,0.02688,0.60403,
84.53125,0.73242,12.90894,-21.17920,0.23695,0.62966,0.42382,,0.66692,0.43621,0.02813,0.60344,
84.53906,0.18311,14.95361,-20.53833,0.16386,0.60980,0.39631,,0.66774,0.43556,0.02945,0.60295,
84.54688,0.00000,16.17432,-20.23315,0.08071,0.62206,0.38073,,0.66854,0.43486,0.03080,0.60250,
